day,time,address,district,accident_type,age,gender,suspect_vehicle,lat,long,Cluster
Friday,Morning,metro tanjung bunga,tamalate,TK,adolescent,LK,R2,-5.1661576,119.3917443,5
Friday,Afternoon,perintis kemerdekaan,tamalanrea,TL,NOV,NOV,R6,-5.1257155,119.5040112,2
Sunday,Evening,kumala,tamalate,TL,NOV,NOV,R2,-5.169866,119.4189942,10
Sunday,Morning,perintis kemerdekaan,tamalanrea,TL,NOV,NOV,R2,-5.1257155,119.5040112,4
Sunday,Morning,perintis kemerdekaan,tamalanrea,OC,adult,PR,R2,-5.1257155,119.5040112,8
Tuesday,Morning,perintis kemerdekaan,tamalanrea,TL,NOV,NOV,R4,-5.1257155,119.5040112,9
Monday,Afternoon,tamalanrea raya,tamalanrea,TL,NOV,NOV,R4,-5.1389844,119.5193272,2
Friday,Morning,veteran utara,bontoala,TK,adolescent,LK,R2,-5.1407973,119.4239945,5
Wednesday,Morning,ratulangi,mamajang,TL,NOV,NOV,R2,-5.1520498,119.4160523,4
Wednesday,Morning,gontang raya,tamalate,TK,adolescent,LK,R2,-5.1844917,119.4082191,5
Monday,Morning,kumala,tamalate,TM,adult,LK,R2,-5.169866,119.4189942,8
Thursday,Afternoon,perintis kemerdekaan,biringkanaya,TK,adolescent,LK,R4,-5.0934582,119.5134093,7
Thursday,Afternoon,gunung latimojong,makassar,TK,adult,LK,R2 ,-5.1405404,119.4208275,3
Friday,Night,tupai,mamajang,TK,adult,PR,R2,-5.1604904,119.4202026,7
Friday,Evening,arief rate,ujung pandang,TL,NOV,NOV,R2,-5.14495,119.4125725,10
Saturday,Afternoon,rappocini raya,rappocini,TL,NOV,NOV,R4,-5.1585335,119.4337899,2
Sunday,Night,borong raya,manggala,TL,NOV,NOV,R2,-5.1637473,119.4673699,10
Saturday,Afternoon,kima raya 2,biringkanaya,OC,adult,LK,R2,-5.1054746,119.4976501,7
Monday,Afternoon,cendrawasih,mariso,TL,NOV,NOV,R2,-5.1552795,119.4122605,10
Monday,Evening,boulevard,panakukang,TL,NOV,NOV,R2,-5.15694815,119.44655432802904,10
Tuesday,Morning,pengayoman,panakukang,OC,adolescent,PR,R4,-5.1581728,119.44619225187714,6
Tuesday,Morning,parumpa,biringkanaya,TK,adult,LK,R2,-5.117091,119.5096487,8
Monday,Morning,baruga antang,manggala,T,adult,LK,R2,-5.1596942,119.4863585,8
Sunday,Evening,gunung latimojong,makassar,TL,NOV,NOV,R2,-5.1405404,119.4208275,10
Tuesday,Evening,tamalanrea raya,tamalanrea,TK,adult,PR,R4,-5.1389844,119.5193272,3
Tuesday,Night,nusa harapan permai,tamalanrea,T,adolescent,LK,R2,-5.1394117,119.5190607,0
Wednesday,Night,perintis kemerdekaan,tamalanrea,TK,adolescent,LK,R4,-5.1257155,119.5040112,7
Wednesday,Night,hertasning,rappocini,OC,adolescent,PR,R2,-5.1635155,119.4381914,0
Thursday,Morning,ratulangi,mamajang,TM,adolescent,LK,R2,-5.1520498,119.4160523,1
Thursday,Evening,perintis kemerdekaan,tamalanrea,TM,adolescent,LK,R2,-5.1257155,119.5040112,0
Thursday,Morning,andi pangerang pettarani,rappocini,TK,adult,LK,R4,-5.1565899,119.4369069,3
Friday,Morning,sungai saddang baru,makassar,OC,adolescent,LK,R2,-5.1465627,119.4278086,1
Friday,Morning,boulevard,panakukang,TM,adult,LK,R2,-5.15694815,119.44655432802904,8
Thursday,Night,perintis kemerdekaan,tamalanrea,TM,adolescent,LK,R2,-5.1257155,119.5040112,0
Tuesday,Evening,kerung-kerung,makassar,TL,NOV,NOV,R2,-5.1402144,119.4257998,10
Saturday,Morning,maccini raya,makassar,T,adolescent,PR,R2,-5.1380386,119.4340109,1
Monday,Afternoon,tanggul patompo,tamalate,TK,adolescent,LK,R2,-5.1817678,119.4094415,11
Saturday,Night,kerung-kerung,makassar,TL,NOV,NOV,R2,-5.1402144,119.4257998,10
Sunday,Evening,perintis kemerdekaan,biringkanaya,OC,adult,LK,R2,-5.0934582,119.5134093,1
Saturday,Evening,inspeksi kanal,manggala,T,adolescent,PR,R2,-5.1656385,119.466649,0
Tuesday,Night,yusuf dg ngawing,rappocini,TK,adult,LK,R4,-5.1659631,119.4372775,3
Tuesday,Afternoon,mappaodang,tamalate,TM,adult,LK,R6,-5.1732205,119.4158686,3
Monday,Morning,pajenekang,bontoala,TK,adolescent,LK,R2,-5.1308904,119.4176755,5
Monday,Night,teuku umar,tallo,TL,NOV,NOV,R2,-5.1139854,119.4352107,10
Wednesday,Evening,perintis kemerdekaan,biringkanaya,TK,adult,LK,R2,-5.0934582,119.5134093,7
Friday,Morning,perintis kemerdekaan,biringkanaya,OC,adult,LK,R2,-5.0934582,119.5134093,8
Saturday,Morning,pendidikan raya,rappocini,TK,adolescent,LK,R2,-5.1706419,119.4405082,5
Wednesday,Morning,andi pangerang pettarani,rappocini,TL,NOV,NOV,R4,-5.1565899,119.4369069,9
Friday,Morning,sungai saddang baru,makassar,TL,NOV,NOV,R2,-5.1465627,119.4278086,4
Sunday,Morning,berua raya,biringkanaya,T,adolescent,LK,R2,-5.1158621,119.5232925,1
Monday,Afternoon,veteran selatan,makassar,TM,adult,LK,R2,-5.1673416,119.4198624,7
Saturday,Afternoon,gunung latimojong,makassar,TK,adult,LK,R2,-5.1405404,119.4208275,7
Sunday,Night,andi pangerang pettarani,rappocini,TM,adult,LK,R4,-5.1565899,119.4369069,3
Sunday,Morning,dg tata iii,tamalate,TK,adult,LK,R4,-5.1907525,119.4167484,3
Friday,Night,kerung-kerung,makassar,TL,NOV,NOV,R2,-5.1402144,119.4257998,10
Saturday,Evening,tinumbu,bontoala,OC,adult,LK,R2,-5.126371,119.418844,1
Tuesday,Night,metro tanjung bunga,mariso,OC,adult,LK,R2,-5.1503551,119.4065236,7
Sunday,Night,galangan kapal,tallo,TL,NOV,NOV,R2,-5.1116901,119.4310929,10
Tuesday,Afternoon,mutiara boulevard,biringkanaya,OC,adolescent,LK,R2,-5.0781376,119.5039558,0
Sunday,Afternoon,rappocini raya,rappocini,TL,NOV,NOV,R2,-5.1585335,119.4337899,10
Wednesday,Afternoon,mappanyukki,mariso,TM,adult,LK,R4,-5.156363,119.4149266,3
Thursday,Morning,sunu,tallo,TK,adolescent,LK,R2,-5.1247334,119.4296097,5
Thursday,Night,andi mappainga,tamalate,TM,adolescent,LK,R2,-5.2147147,119.4000236,0
Friday,Evening,kapasa raya,tamalanrea,OC,adult,LK,R2,-5.0945064,119.4925577,1
Saturday,Morning,indah 3,tallo,TL,NOV,NOV,R2,-5.1162133,119.4252585,4
Friday,Morning,mappaodang,tamalate,TL,NOV,NOV,R4,-5.1732205,119.4158686,9
Monday,Afternoon,andi pangerang pettarani,rappocini,TK,adolescent,LK,R2,-5.1565899,119.4369069,11
Saturday,Morning,perintis kemerdekaan,tamalanrea,TK,adult,LK,R4,-5.1257155,119.5040112,3
Monday,Night,pengayoman,panakukang,TK,adolescent,PR,R2,-5.1581728,119.44619225187714,0
Monday,Night,perintis kemerdekaan,tamalanrea,TK,adolescent,PR,R2,-5.1257155,119.5040112,0
Wednesday,Morning,metro tanjung bunga,ujung pandang,TK,adult,LK,R4,-5.1475336,119.4084278,3
Wednesday,Night,sungai saddang,rappocini,TK,adult,LK,R4,-5.1485252,119.4311909,3
Wednesday,Morning,galangan kapal,tallo,TL,NOV,NOV,R2,-5.1116901,119.4310929,4
Thursday,Night,perintis kemerdekaan,tamalanrea,T,adult,LK,R2,-5.1257155,119.5040112,7
Thursday,Morning,inspeksi pam,manggala,TM,adolescent,PR,R2,-5.1501163,119.4756964,1
Thursday,Night,mappaodang,mamajang,TL,NOV,NOV,R2,-5.1732205,119.4158686,10
Thursday,Night,rajawali,mariso,TL,NOV,NOV,R2,-5.1487498,119.4096122,10
Saturday,Morning,bandang,bontoala,TK,adolescent,LK,R4,-5.1265716,119.4194415,7
Monday,Night,abu bakar lambogo,makassar,OC,adult,LK,R2,-5.1444266,119.4314297,7
Monday,Night,tamalanrea raya,tamalanrea,TK,adult,NOV,R2,-5.1389844,119.5193272,7
Friday,Morning,ratulangi,mariso,TL,NOV,NOV,R2,-5.1545546,119.4162759,4
Monday,Morning,perintis kemerdekaan,tamalanrea,OC,adolescent,PR,R2,-5.1257155,119.5040112,1
Sunday,Night,perintis kemerdekaan,tamalanrea,TL,NOV,NOV,R4,-5.1257155,119.5040112,2
Wednesday,Night,perintis kemerdekaan,tamalanrea,TL,NOV,NOV,R2,-5.1257155,119.5040112,10
Friday,Morning,veteran selatan,makassar,TK,adolescent,NOV,R4,-5.1673416,119.4198624,7
Thursday,Morning,sungai saddang,makassar,TK,adult,PR,R4,-5.1468498,119.4249901,3
Thursday,Morning,cendrawasih,mariso,TK,child,PR,R2,-5.1552795,119.4122605,1
Friday,Night,sultan alauddin,tamalate,TM,adult,LK,R2,-5.1740774,119.4312419,7
Thursday,Night,gunung latimojong,makassar,OC,adult,PR,R2,-5.1405404,119.4208275,6
Thursday,Night,metro tanjung bunga,mariso,TK,adolescent,PR,R2,-5.1503551,119.4065236,0
Saturday,Night,katimbang,biringkanaya,TL,NOV,NOV,R2,-5.1381608,119.5208779,10
Saturday,Night,perintis kemerdekaan,tamalanrea,TL,NOV,NOV,R2,-5.1257155,119.5040112,10
Saturday,Morning,mutiara boulevard,biringkanaya,OC,adult,LK,R2,-5.0781376,119.5039558,8
Monday,Night,dg hayo,manggala,OC,adult,LK,R2,-5.156152,119.477699,7
Monday,Night,veteran selatan,makassar,TL,NOV,NOV,R4,-5.1673416,119.4198624,2
Sunday,Morning,perintis kemerdekaan,tamalanrea,TL,NOV,NOV,R2,-5.1257155,119.5040112,4
Monday,Night,metro tanjung bunga,tamalate,TL,NOV,NOV,R2,-5.1661576,119.3917443,10
Tuesday,Night,baruga antang,manggala,TK,adult,LK,R2,-5.1596942,119.4863585,7
Monday,Morning,perintis kemerdekaan,biringkanaya,OC,adult,LK,R2,-5.0934582,119.5134093,8
Monday,Night,tamangapa raya,manggala,TL,NOV,NOV,R2,-5.1767373,119.4843844,10
Monday,Morning,ratulangi,mariso,TK,adolescent,LK,R4,-5.1545546,119.4162759,7
Wednesday,Afternoon,nuri,mariso,TL,NOV,NOV,R2,-5.1613624,119.4092236,10
Wednesday,Night,galangan kapal,tallo,TL,NOV,NOV,R4,-5.1116901,119.4310929,2
Wednesday,Morning,metro tanjung bunga,tamalate,OC,adolescent,PR,R2,-5.1661576,119.3917443,1
Friday,Morning,sunu,tallo,TK,adolescent,LK,R2,-5.1247334,119.4296097,5
Friday,Afternoon,goa ria,biringkanaya,TK,adult,NOV,R4,-5.0818045,119.5243856,3
Thursday,Afternoon,racing center,panakukang,TK,NOV,LK,R4,-5.146478,119.4475021085729,3
Thursday,Afternoon,hertasning,rappocini,TK,adolescent,PR,R4,-5.1635155,119.4381914,7
Thursday,Evening,rusa,makassar,TL,NOV,NOV,R4,-5.1502899,119.4217149,2
Saturday,Evening,cendrawasih,mariso,TK,adolescent,LK,R4,-5.1552795,119.4122605,7
Sunday,Night,rajawali,mariso,TK,adult,PR,R4,-5.1487498,119.4096122,3
Friday,Night,malengkeri,tamalate,TK,adult,LK,R2,-5.1875239,119.4339559,7
Sunday,Afternoon,permandian barombong,tamalate,TL,NOV,NOV,R4,-5.2019757,119.3874662,2
Monday,Morning,sungai saddang,makassar,TL,NOV,NOV,R2,-5.1468498,119.4249901,4
Monday,Morning,perintis kemerdekaan,tamalanrea,TK,adult,PR,R2,-5.1257155,119.5040112,8
Wednesday,Night,pengayoman,panakukang,TK,adult,PR,R2,-5.1581728,119.44619225187714,7
Wednesday,Morning,sultan alauddin,tamalate,TK,adult,LK,R4,-5.1740774,119.4312419,3
Monday,Evening,perintis kemerdekaan,biringkanaya,TL,NOV,NOV,R4,-5.0934582,119.5134093,2
Thursday,Morning,hertasning,rappocini,TM,child,LK,R2,-5.1635155,119.4381914,1
Thursday,Afternoon,cendrawasih,mariso,TK,adult,LK,R4,-5.1552795,119.4122605,3
Tuesday,Afternoon,pengayoman,panakukang,TK,adolescent,LK,R4,-5.1581728,119.44619225187714,7
Saturday,Night,teuku umar,tallo,TL,NOV,NOV,R2,-5.1139854,119.4352107,10
Friday,Morning,perintis kemerdekaan,biringkanaya,TK,adolescent,LK,R6,-5.0934582,119.5134093,7
Monday,Afternoon,veteran selatan,mamajang,TL,NOV,NOV,R4,-5.1671547,119.419923,2
Thursday,Evening,tamangapa raya,manggala,TL,NOV,NOV,R4,-5.1767373,119.4843844,2
Sunday,Evening,perintis kemerdekaan,biringkanaya,TK,adolescent,LK,R4,-5.0934582,119.5134093,7
Sunday,Morning,borong raya,manggala,TM,adolescent,LK,R6,-5.1637473,119.4673699,1
Monday,Afternoon,andi pangerang pettarani,rappocini,TL,NOV,NOV,R6,-5.1565899,119.4369069,2
Thursday,Night,ratulangi,mamajang,OC,adult,LK,R2,-5.1520498,119.4160523,7
Wednesday,Morning,veteran selatan,mamajang,TL,NOV,NOV,R2,-5.1671547,119.419923,4
Tuesday,Night,perintis kemerdekaan,biringkanaya,TK,adolescent,LK,R2,-5.0934582,119.5134093,11
Thursday,Morning,ratulangi,mamajang,TK,adult,LK,R4,-5.1520498,119.4160523,3
Friday,Night,andi pangerang pettarani,rappocini,OC,adult,LK,R2,-5.1565899,119.4369069,7
Tuesday,Morning,batua raya,panakukang,TK,adult,LK,R2,-5.1607593000000005,119.45961721209224,8
Friday,Night,cendrawasih,mariso,TK,adolescent,LK,R2,-5.1552795,119.4122605,11
Wednesday,Night,mappaodang,tamalate,TL,NOV,NOV,R2,-5.1732205,119.4158686,10
Saturday,Night,sultan alauddin,tamalate,TL,NOV,NOV,R4,-5.1740774,119.4312419,2
Sunday,Morning,ratulangi,ujung pandang,TK,adult,LK,R4,-5.1520498,119.4160523,3
Thursday,Morning,malengkeri,tamalate,TM,adult,LK,R2,-5.1875239,119.4339559,8
Wednesday,Morning,nipa-nipa,manggala,TL,NOV,NOV,R4,-5.1624763,119.5003181,9
Wednesday,Night,andi pangerang pettarani,rappocini,T,adolescent,PR,R2,-5.1565899,119.4369069,0
Friday,Morning,perintis kemerdekaan,biringkanaya,TK,adolescent,LK,R2,-5.0934582,119.5134093,5
Wednesday,Night,sungai saddang,makassar,TK,adolescent,PR,R2,-5.1468498,119.4249901,0
Sunday,Afternoon,perintis kemerdekaan,tamalanrea,TL,NOV,NOV,R4,-5.1257155,119.5040112,2
Monday,Night,metro,tamalate,TK,adult,LK,R2,-5.1661576,119.3917443,7
Saturday,Afternoon,perintis kemerdekaan,biringkanaya,TL,NOV,NOV,R4,-5.0934582,119.5134093,2
Wednesday,Night,galangan kapal,tallo,TK,adult,PR,R2,-5.1116901,119.4310929,7
Thursday,Afternoon,perintis kemerdekaan,biringkanaya,TK,adult,LK,R4,-5.0934582,119.5134093,3
Tuesday,Afternoon,malengkeri,tamalate,TL,NOV,NOV,R2,-5.1875239,119.4339559,10
Thursday,Morning,kandea,bontoala,TL,NOV,NOV,R2,-5.1284577,119.4223128,4
Thursday,Morning,batua raya,panakukang,TK,adolescent,PR,R2,-5.1607593000000005,119.45961721209224,1
Wednesday,Morning,gunung latimojong,makassar,TL,NOV,NOV,R4,-5.1405404,119.4208275,9
Friday,Evening,tamalate,rappocini,TL,NOV,NOV,R6,-5.1675882,119.4479146,10
Friday,Morning,pandang raya,panakukang,TK,adult,LK,R4,-5.157086,119.447943,3
Thursday,Evening,nuri,mariso,TK,adolescent,PR,R2,-5.1613624,119.4092236,0
Thursday,Afternoon,pengayoman,panakukang,TK,adult,PR,R4,-5.1581728,119.44619225187714,3
Friday,Night,sultan abdullah,tallo,TL,NOV,NOV,R2,-5.1037126,119.4396863,10
Saturday,Morning,urip sumoharjo,makassar,TM,adult,LK,R2,-5.1357297,119.4365744,8
Monday,Morning,perintis kemerdekaan,tamalanrea,TK,adolescent,LK,R2,-5.1257155,119.5040112,5
Thursday,Morning,sungai limboto,makassar,TL,NOV,NOV,R2,-5.14221,119.4193389,4
Saturday,Morning,sultan alauddin,tamalate,TL,NOV,NOV,R2,-5.1740774,119.4312419,4
Sunday,Morning,baji minasa,mariso,TM,adult,LK,R4,-5.1657427,119.4097701,3
Sunday,Night,perintis kemerdekaan,biringkanaya,TL,NOV,NOV,R4,-5.0934582,119.5134093,2
Monday,Morning,cendrawasih,mariso,TB,adult,LK,R2,-5.1552795,119.4122605,8
Tuesday,Night,gunung rinjani,tamalate,TK,adolescent,LK,R4,-5.1819407,119.3940188,7
Tuesday,Night,singa,mamajang,TL,NOV,NOV,R2,-5.1586101,119.4195207,10
Wednesday,Evening,perintis kemerdekaan,tamalanrea,TK,adolescent,LK,R2,-5.1257155,119.5040112,11
Thursday,Afternoon,perintis kemerdekaan,biringkanaya,TK,adolescent,LK,R2,-5.0934582,119.5134093,11
Thursday,Evening,perintis kemerdekaan,tamalanrea,TL,NOV,NOV,R4,-5.1257155,119.5040112,2
Saturday,Morning,veteran selatan,makassar,TM,adult,LK,R2,-5.1673416,119.4198624,8
Sunday,Morning,urip sumoharjo,makassar,T,adolescent,LK,R2,-5.1357297,119.4365744,1
Sunday,Night,bandang,bontoala,TL,NOV,NOV,R2,-5.1265716,119.4194415,10
Saturday,Morning,yusuf dg ngawing,rappocini,TK,adult,LK,R10,-5.1659631,119.4372775,8
Monday,Afternoon,urip sumoharjo,makassar,TM,adolescent,LK,R2,-5.1357297,119.4365744,0
Monday,Morning,perintis kemerdekaan,tamalanrea,TL,NOV,NOV,R2,-5.1257155,119.5040112,4
Wednesday,Morning,lamadukelleng,ujung pandang,TK,adult,LK,R2,-5.1459823,119.4109236,8
Wednesday,Night,perintis kemerdekaan,tamalanrea,TK,adolescent,LK,R2,-5.1257155,119.5040112,11
Monday,Night,tamangapa raya,manggala,TK,adult,LK,R2,-5.1767373,119.4843844,7
Monday,Morning,perintis kemerdekaan,tamalanrea,TL,NOV,NOV,R4,-5.1257155,119.5040112,9
Wednesday,Afternoon,monginsidi,makassar,TM,adolescent,LK,R2,-5.1486573,119.4231372,0
Wednesday,Morning,tinumbu,bontoala,TL,NOV,NOV,R2,-5.126371,119.418844,4
Wednesday,Morning,penghibur,ujung pandang,TL,NOV,NOV,R2,-5.1438068,119.4081433,4
Wednesday,Night,nipa-nipa,manggala,TL,NOV,NOV,R2,-5.1624763,119.5003181,10
Thursday,Afternoon,perintis kemerdekaan,biringkanaya,TK,adolescent,LK,R2,-5.0934582,119.5134093,11
Thursday,Morning,perintis kemerdekaan,biringkanaya,TK,adult,LK,R2,-5.0934582,119.5134093,8
Wednesday,Morning,perintis kemerdekaan,tamalanrea,TL,NOV,NOV,R2,-5.1257155,119.5040112,4
Thursday,Morning,perintis kemerdekaan,tamalanrea,TL,NOV,NOV,R2,-5.1257155,119.5040112,4
Thursday,Morning,komp. unhas,tamalanrea,TK,adolescent,LK,R2,-5.131947,119.48707,5
Friday,Night,gunung salahutu,makassar,TK,adult,PR,R4,-5.1412436,119.4218896,3
Sunday,Night,cendrawasih,mariso,TK,adult,LK,R4,-5.1552795,119.4122605,3
Friday,Morning,sungai saddang,makassar,TL,NOV,NOV,R2,-5.1468498,119.4249901,4
Thursday,Afternoon,pelita raya,rappocini,TL,NOV,NOV,R2,-5.1496618,119.4349069,10
Saturday,Morning,maccini raya,makassar,TB,adult,LK,R4,-5.1380386,119.4340109,3
Saturday,Night,lamadukelleng,ujung pandang,TL,NOV,NOV,R4,-5.1459823,119.4109236,2
Sunday,Night,perintis kemerdekaan,tamalanrea,TK,adult,LK,R2,-5.1257155,119.5040112,7
Saturday,Morning,muh tahir,tamalate,T,adult,LK,R2,-5.1755446,119.4173674,8
Saturday,Night,rappocini raya,rappocini,TL,NOV,NOV,R2,-5.1585335,119.4337899,10
Monday,Morning,talasalapang,rappocini,TL,NOV,NOV,R2,-5.1809955,119.4464572,4
Monday,Night,perintis kemerdekaan,biringkanaya,TL,NOV,NOV,R4,-5.0934582,119.5134093,2
Saturday,Night,perintis kemerdekaan,tamalanrea,TL,NOV,NOV,R4,-5.1257155,119.5040112,2
Saturday,Night,tupai,mamajang,TK,adolescent,PR,R2,-5.1604904,119.4202026,0
Tuesday,Night,veteran selatan,mamajang,TK,adolescent,LK,R2,-5.1671547,119.419923,11
Tuesday,Night,sultan hasanuddin,ujung pandang,TM,adult,LK,R2,-5.1452672,119.4126554,7
Wednesday,Night,pengayoman,panakukang,TK,adult,PR,R4,-5.1581728,119.44619225187714,3
Wednesday,Morning,talasalapang,rappocini,TL,NOV,NOV,R2,-5.1809955,119.4464572,4
Friday,Morning,perintis kemerdekaan,tamalanrea,TK,adolescent,LK,R2,-5.1257155,119.5040112,5
Thursday,Night,perintis kemerdekaan,tamalanrea,TL,NOV,NOV,R2,-5.1257155,119.5040112,10
Thursday,Morning,perintis kemerdekaan,biringkanaya,TM,adolescent,LK,R2,-5.0934582,119.5134093,1
Friday,Night,kandea,bontoala,TM,adult,LK,R2,-5.1284577,119.4223128,7
Friday,Night,teuku umar,tallo,TK,adolescent,LK,R2,-5.1139854,119.4352107,11
Monday,Morning,cumi cumi,bontoala,T,adolescent,LK,R2,-5.1338742,119.4306654,1
Saturday,Morning,pengayoman,panakukang,TK,adolescent,LK,R4,-5.1581728,119.44619225187714,7
Friday,Night,perintis kemerdekaan,biringkanaya,TK,adult,LK,R2,-5.0934582,119.5134093,7
Friday,Night,perintis kemerdekaan,tamalanrea,TL,NOV,NOV,R4,-5.1257155,119.5040112,2
Monday,Morning,salodong,biringkanaya,LL,adolescent,LK,R6,-5.0751774,119.4830507,1
Monday,Night,sungai tangka,ujung pandang,TK,adolescent,LK,R2,-5.1404649,119.4158339,11
Sunday,Night,jipang,rappocini,TK,adult,LK,R3,-5.1778376,119.4504639,3
Wednesday,Morning,malengkeri,tamalate,TK,adolescent,LK,R4,-5.1875239,119.4339559,7
Friday,Morning,malengkeri,tamalate,TK,adult,LK,R2,-5.1875239,119.4339559,8
Tuesday,Morning,kima raya 2,tamalanrea,OC,adult,PR,R2,-5.1075685,119.4949949,8
Monday,Night,mula baru,tamalanrea,TM,adult,LK,R4,-5.0904406,119.4819807,3
Monday,Night,veteran selatan,mamajang,TK,adolescent,LK,R2,-5.1671547,119.419923,11
Sunday,Morning,sunu,tallo,TM,adolescent,LK,R2,-5.1247334,119.4296097,1
Wednesday,Night,boulevard,panakukang,TL,NOV,NOV,R4,-5.15694815,119.44655432802904,2
Wednesday,Night,borong raya,manggala,TK,adult,LK,R2,-5.1637473,119.4673699,7
Friday,Morning,perintis kemerdekaan,biringkanaya,TK,adolescent,LK,R4,-5.0934582,119.5134093,7
Saturday,Night,sultan alauddin,tamalate,TK,adult,LK,R4,-5.1740774,119.4312419,3
Friday,Morning,sultan alauddin,tamalate,TK,adult,PR,R4,-5.1740774,119.4312419,3
Sunday,Morning,perintis kemerdekaan,biringkanaya,TK,adult,LK,R2,-5.0934582,119.5134093,8
Saturday,Night,perintis kemerdekaan,tamalanrea,TL,NOV,NOV,R2,-5.1257155,119.5040112,10
Sunday,Morning,nuri,mariso,TK,adult,LK,R2,-5.1613624,119.4092236,8
Sunday,Morning,monginsidi,makassar,TM,adolescent,LK,R2,-5.1486573,119.4231372,1
Monday,Night,perintis kemerdekaan,tamalanrea,TL,NOV,NOV,R4,-5.1257155,119.5040112,2
Wednesday,Night,aroepala,rappocini,TL,NOV,NOV,R2,-5.176439,119.4573487,10
Monday,Morning,aroepala,rappocini,TK,adult,LK,R2,-5.176439,119.4573487,8
Wednesday,Afternoon,veteran selatan,makassar,TL,NOV,NOV,R4,-5.1673416,119.4198624,2
Thursday,Night,penghibur,ujung pandang,TK,adult,LK,R4,-5.1438068,119.4081433,3
Monday,Morning,maccini raya,makassar,TK,adult,LK,R2,-5.1380386,119.4340109,8
Wednesday,Night,perintis kemerdekaan,tamalanrea,TL,NOV,NOV,R2,-5.1257155,119.5040112,10
Wednesday,Morning,hertasning,rappocini,TL,NOV,NOV,R4,-5.1635155,119.4381914,9
Wednesday,Night,rajawali,mariso,TK,adolescent,LK,R2,-5.1487498,119.4096122,11
Thursday,Morning,berua raya,biringkanaya,TM,adolescent,LK,R2,-5.1158621,119.5232925,1
Saturday,Morning,perintis kemerdekaan,tamalanrea,TK,adult,PR,R4,-5.1257155,119.5040112,3
Friday,Night,sunu,tallo,T,adult,PR,R2,-5.1247334,119.4296097,6
Sunday,Night,maccini baru,makassar,TK,adult,PR,R2,-5.1378158,119.4279274,7
Tuesday,Morning,andalas,bontoala,TK,NOV,LK,R2,-5.1268592,119.4185753,1
Monday,Night,veteran selatan,mamajang,TL,NOV,NOV,R2,-5.1671547,119.419923,10
Friday,Morning,perintis kemerdekaan,tamalanrea,TK,adult,LK,R2,-5.1257155,119.5040112,8
Wednesday,Night,veteran selatan,mamajang,TM,adolescent,LK,R2,-5.1671547,119.419923,0
Sunday,Morning,jipang raya,rappocini,TK,adult,LK,R2,-5.1778376,119.4504639,8
Saturday,Morning,moha,manggala,TK,adult,LK,R2,-5.1639257,119.482062,8
Tuesday,Night,sultan alauddin,tamalate,TM,adult,LK,R4,-5.1740774,119.4312419,3
Saturday,Night,urip sumoharjo,makassar,TK,adult,LK,R2,-5.1357297,119.4365744,7
Friday,Morning,dg. regge,tallo,TM,adult,LK,R4,-5.1249038,119.4325008,8
Saturday,Morning,tinumbu makassar,bontoala,TK,adult,LK,R2,-5.126371,119.418844,8
Sunday,Morning,perintis kemerdekaan,tamalanrea,TM,adolescent,LK,R2,-5.1257155,119.5040112,1
Thursday,Morning,tamalate 1,rappocini,TK,adult,LK,R2,-5.1675882,119.4479146,8
Sunday,Morning,sunu,tallo,TK,adolescent,LK,R2,-5.1247334,119.4296097,5
Monday,Night,metro tanjung bunga,mariso,TK,adolescent,LK,R2,-5.1503551,119.4065236,11
Tuesday,Morning,ratulangi,mamajang,TL,adult,LK,R4,-5.1520498,119.4160523,9
Friday,Night,perintis kemerdekaan,biringkanaya,TK,adult,LK,R2,-5.0934582,119.5134093,7
Tuesday,Morning,antang raya,manggala,TK,adolescent,LK,R2,-5.1602384,119.4774127,5
Wednesday,Morning,perintis kemerdekaan,tamalanrea,TK,adolescent,LK,R2,-5.1257155,119.5040112,5
Wednesday,Night,inspeksi pam,manggala,TK,adult,LK,R2,-5.1501163,119.4756964,7
Wednesday,Morning,kima raya 2,biringkanaya,TK,adult,LK,R2,-5.1054746,119.4976501,8
Friday,Night,perintis kemerdekaan,biringkanaya,TK,adult,LK,R2,-5.0934582,119.5134093,7
Friday,Morning,andi pangerang pettarani,rappocini,TK,adolescent,PR,R4,-5.1565899,119.4369069,7
Sunday,Night,perintis kemerdekaan,tamalanrea,TK,adult,LK,R4,-5.1257155,119.5040112,3
Sunday,Night,maccini raya,makassar,TL,adult,LK,R4,-5.1380386,119.4340109,2
