NO,HARI,TGL,JAM,JALAN,KECAMATAN,JENIS KECELAKAAN,UMUR,JENIS KELAMIN,KENDARAAN TERSANGKA
3267,Monday,4/13/2020,5:30,Urip Sumuharjo,Panakkukang,T,adolescent,LK,R2
3268,Tuesday,4/14/2020,9:00, Komp. Unhas,Tallo,TL,NOV,LK,R2
3269,Monday,4/13/2020,15:00, Inspeksi PAM,Manggala,TK,adult,LK,R2
3270,Monday,4/13/2020,23:30, Tamalanrea Raya,Tamalanrea,T,adult,LK,R2
3271,Tuesday,4/14/2020,16:10, Kawasan Pergudangan Parangloe Indah,Tamalanrea,TK,adult,LK,R2
3272,Wednesday,4/15/2020,8:00, Sukaria I,Panakkukang,T,adult,LK,R2
3273,Monday,4/13/2020,14:00, Aroepala,Rappocini,T,adult,NOV,R2
3274,Tuesday,4/14/2020,9:00, Insinyur Sutami,Biringkanaya,T,adult,LK,R2
3275,Wednesday,4/15/2020,12:00, Bumi Karsa,Panakkukang,TK,adult,LK,R2
3276,Thursday,4/16/2020,0:15, Insinyur Sutami,Tamalanrea,T,adolescent,LK,R2
3277,Thursday,4/16/2020,13:00,Urip Sumuharjo,Panakkukang,TL,NOV,NOV,R2
3278,Friday,4/17/2020,8:00, Veteran Utara,Makassar,TK,adolescent,LK,B2
3279,Friday,4/17/2020,4:00, Veteran Utara,Makassar,TL,NOV,NOV,R3
3280,Friday,4/17/2020,6:45, Perintis Kemerdekaan,Tamalanrea,TK,adult,PR,Rro
3281,Thursday,4/16/2020,16:00, Datuk Ribandang,Tallo,TM,adult,LK,R3
3282,Friday,4/17/2020,20:00, Abu Bakar Lambogo,Makassar,T,child,LK,R2
3283,Monday,4/20/2020,6:00, Sultan Alauddin,Rappocini,TL,NOV,LK,R2
3284,Sunday,4/19/2020,19:00, Gontang Raya,Tamalate,T,adolescent,LK,R2
3285,Monday,4/20/2020,5:30, Gunung Bawakaraeng,Makassar,TM,adolescent,LK,R6
3286,Tuesday,4/21/2020,5:30, Citra Sudiang Indah,Biringkanaya,T,adolescent,LK,R2
3287,Tuesday,4/21/2020,12:00, Topaz Raya,Panakkukang,TK,adult,LK,R3
3288,Wednesday,4/22/2020,8:15, Kartini,Ujung Pandang,TK,adolescent,LK,R3
3289,Tuesday,4/21/2020,18:15, Paccerakkang,Biringkanaya,TK,adult,LK,R2
3290,Friday,4/24/2020,7:00, Letjen Hertasning,Rappocini,TK,adult,LK,R2
3291,Thursday,4/23/2020,6:45, Sungai Saddang,Ujung Pandang,TK,adult,LK,R2
3292,Thursday,4/23/2020,2:00, Dokter Leimena,Panakkukang,T,adult,LK,R2
3293,Saturday,4/25/2020,10:30, Gunung Latimojong,Makassar,TL,NOV,NOV,R2
3294,Thursday,4/23/2020,19:30, Abu Bakar Lambogo,Makassar,TL,NOV,LK,R2
3295,Saturday,4/25/2020,14:00, Pajaiang,Biringkanaya,T,adult,LK,R2
3296,Sunday,4/26/2020,6:30, Letjen Hertasning,Panakkukang,TL,NOV,LK,R2
3297,Sunday,4/26/2020,13:30,Urip Sumuharjo,Panakkukang,TK,adolescent,NOV,R2
3298,Friday,4/24/2020,10:00, Maccini Raya,Makassar,T,adult,LK,R2
3299,Sunday,4/26/2020,10:00, Abu Bakar Lambogo,Makassar,TK,adult,NOV,R2
3300,Thursday,4/16/2020,14:30,ANDI PANGERANG PETTARANI,Panakkukang,TK,adolescent,LK,R6
3301,Wednesday,4/29/2020,19:30, Batara Bira,Biringkanaya,TK,adolescent,NOV,R3
3302,Wednesday,4/29/2020,13:30, Manuruki,Biringkanaya,TK,adolescent,LK,R2
3303,Wednesday,4/29/2020,14:30, Perintis Kemerdekaan,Tamalanrea,TL,NOV,PR,R3
3304,Thursday,4/30/2020,12:00, Tamalanrea Raya,Tamalanrea,TK,adult,PR,R2
3305,Thursday,4/30/2020,17:45, Perumnas Raya,Manggala,T,adult,NOV,R2
3306,Friday,5/1/2020,2:00, Nuri Baru,Mariso,TK,adolescent,NOV,R2
3307,Friday,5/1/2020,16:00,Urip Sumuharjo,Panakkukang,TL,NOV,LK,R2
3308,Thursday,4/30/2020,13:00, Metro Tanjung Bunga,Tamalate,TK,adult,NOV,R3
3309,Saturday,5/2/2020,7:30, Berua Raya,Biringkanaya,TK,adult,NOV,R3
3310,Sunday,5/3/2020,20:00, Kandea III,Bontoala,TK,adolescent,NOV,R2
3311,Thursday,4/30/2020,8:00, Teuku Umar Raya,Tallo,TK,adult,NOV,R2
3312,Saturday,5/2/2020,20:00, Kumala,Tamalate,TL,NOV,LK,R2
3313,Sunday,5/3/2020,16:00, A. Makasau,Ujung Pandang,TK,adult,LK,R3
3314,Tuesday,5/5/2020,13:40, Perintis Kemerdekaan,Tamalanrea,TM,adult,LK,R3
3315,Tuesday,5/5/2020,9:00, Galangan Kapal,Tallo,TK,adult,LK,R6
3316,Tuesday,5/5/2020,13:30, Aroepala,Rappocini,TK,adult,LK,R2
3317,Wednesday,5/6/2020,17:05, Sawerigading,Ujung Pandang,TK,adult,PR,R2
3318,Friday,5/8/2020,8:00, Toddopuli 10,Manggala,TK,adolescent,LK,R2
3319,Friday,5/8/2020,18:00, Janggo Paropo,Panakkukang,TK,adult,LK,R2
3320,Wednesday,5/6/2020,14:00, Perintis Kemerdekaan,Tamalanrea,TL,NOV,LK,R2
3321,Saturday,5/9/2020,18:30, Daeng Regge,Tallo,TM,adult,LK,R2
3322,Sunday,5/10/2020,0:30, Abu Bakar Lambogo,Makassar,TK,adult,NOV,R2
3323,Sunday,5/10/2020,5:45, Inspeksi Kanal,Manggala,TM,adolescent,NOV,R2
3324,Wednesday,3/4/2020,17:05, Pengayoman,Panakkukang,T,adult,LK,R2
3325,Saturday,5/9/2020,23:00, Perintis Kemerdekaan,Biringkanaya,TK,adult,PR,R2
3326,Monday,5/11/2020,18:00, Korban 40.000 Jiwa,Tallo,T,adolescent,PR,R2
3327,Tuesday,5/12/2020,20:10, Paccerakkang,Biringkanaya,TK,adolescent,PR,R2
3328,Wednesday,5/13/2020,11:25, Korban 40.000 Jiwa,Tallo,T,adult,LK,R2
3329,Wednesday,5/13/2020,19:30,Urip Sumuharjo,Panakkukang,TM,adult,NOV,R2
3330,Thursday,5/14/2020,9:00, Borong Raya,Manggala,TK,adult,LK,R3
3331,Thursday,5/14/2020,21:00, Perintis Kemerdekaan,Biringkanaya,TL,NOV,PR,R2
3332,Friday,5/15/2020,19:30, Anggrek,Mariso,T,adolescent,LK,R2
3333,Friday,5/15/2020,12:00, Goa Ria,Biringkanaya,T,adolescent,LK,R2
3334,Saturday,5/16/2020,8:40, Jenderal Ahmad Yani,Wajo,TK,adult,NOV,R2
3335,Saturday,5/16/2020,14:00, Kesatuan,Makassar,T,adolescent,NOV,R2
3336,Sunday,5/17/2020,1:30, Perintis Kemerdekaan,Tamalanrea,T,adult,NOV,R2
3337,Sunday,5/17/2020,10:30, Tamangapa Raya,Manggala,TK,child,LK,R2
3338,Sunday,5/17/2020,23:00, Metro Tanjung Bunga,Mariso,T,adult,LK,R2
3339,Monday,5/18/2020,8:30,Urip Sumuharjo,Panakkukang,TB,adult,PR,R2
3340,Tuesday,5/19/2020,2:45, Kumala,Tamalate,TK,adult,LK,R3
3341,Monday,5/18/2020,11:00, Perintis Kemerdekaan,Tamalanrea,T,adult,lk,R2
3342,Tuesday,5/19/2020,0:50, Veteran Selatan,Mamajang,TK,adolescent,LK,R2
3343,Sunday,5/17/2020,20:05, Sultan Alauddin,Tamalate,TL,NOV,LK,R2
3344,Sunday,5/17/2020,21:30, Maccini Baru,Makassar,TK,adult,LK,R2
3345,Monday,5/18/2020,22:30, Metro Tanjung Bunga,Tamalate,T,adult,PR,R2
3346,Tuesday,5/19/2020,18:00, Pelita Raya,Rappocini,T,adolescent,NOV,R2
3347,Tuesday,5/19/2020,22:00, Goa Ria,Biringkanaya,TL,NOV,LK,R2
3348,Thursday,5/21/2020,2:00, Borong Raya,Manggala,TK,adolescent,LK,R2
3349,Wednesday,5/20/2020,18:30, Pajukukang,Tamalate,TK,adolescent,LK,R2
3350,Thursday,5/21/2020,13:35, Aroepala,Rappocini,TK,adult,LK,R3
3351,Thursday,5/21/2020,17:15, Inspeksi Kanal,Manggala,T,adult,NOV,R2
3352,Wednesday,5/20/2020,14:10, Insinyur Sutami,Tamalanrea,T,adult,LK,R3
3353,Friday,5/22/2020,20:30, Bandang,Bontoala,TK,adult,PR,R2
3354,Friday,5/22/2020,8:00, Perintis Kemerdekaan,Biringkanaya,T,adult,LK,R2
3355,Saturday,5/23/2020,1:30, Kima Raya,Biringkanaya,T,adult,NOV,R2
3356,Monday,5/25/2020,9:40, Mapala,Rappocini,TK,child,LK,R2
3357,Monday,5/25/2020,16:30, Lanto Daeng Pasewang,Mamajang,TK,adolescent,LK,R2
3358,Saturday,5/23/2020,15:20, Sam Ratulangi,Mamajang,TK,adolescent,LK,R2
3359,Monday,5/25/2020,10:00,Urip Sumuharjo,Panakkukang,T,adult,LK,R2
3360,Sunday,5/24/2020,13:30, Gunung Bawakaraeng,Bontoala,TK,child,NOV,R2
3361,Tuesday,5/26/2020,18:20, Aroepala,Rappocini,T,adult,LK,R2
3362,Tuesday,5/26/2020,21:00, Bonto Duri,Tamalate,T,adult,LK,R2
3363,Monday,5/25/2020,23:00, Nipa Nipa,Manggala,T,adult,NOV,R2
3364,Monday,5/25/2020,13:00, Metro Tanjung Bunga,Tamalate,TK,adult,NOV,R2
3365,Tuesday,5/26/2020,20:00, Perintis Kemerdekaan,Biringkanaya,TK,adult,NOV,R3
3366,Thursday,5/28/2020,12:45, Boulevard,Panakkukang,TK,adult,LK,R3
3367,Thursday,5/28/2020,17:00, Cilallang,Rappocini,T,adult,LK,R2
3368,Wednesday,5/27/2020,21:31, Perintis Kemerdekaan,Panakkukang,TM,adolescent,LK,R2
3369,Thursday,5/28/2020,14:30,Poros Perumnas Sudiang,Biringkanaya,T,adolescent,PR,R2
3370,Wednesday,5/27/2020,7:30, Letjen Hertasning,Rappocini,TL,NOV,LK,R3
3371,Thursday,5/28/2020,18:30, Perintis Kemerdekaan,Biringkanaya,T,adult,LK,R2
3372,Friday,5/29/2020,22:30, Pajukukang,Tamalate,TL,NOV,NOV,R2
3373,Monday,2/10/2020,6:50, Andi Tonro,Tamalate,TL,NOV,LK,R2
3374,Thursday,5/28/2020,14:50,Urip Sumuharjo,Panakkukang,OC,adolescent,LK,R2
3375,Friday,5/29/2020,19:45, Perintis Kemerdekaan,Biringkanaya,TK,adult,LK,R2
3376,Saturday,5/30/2020,16:50, Perintis Kemerdekaan,Biringkanaya,TK,adult,LK,R2
3377,Sunday,5/31/2020,15:00,Urip Sumuharjo,Panakkukang,OC,adult,LK,R2
3378,Monday,6/1/2020,15:00,ANDI PANGERANG PETTARANI,Panakkukang,OC,adult,PR,R2
3379,Friday,5/29/2020,3:30, Veteran Utara,Bontoala,TK,adult,PR,R2
3380,Sunday,5/31/2020,12:30,Urip Sumuharjo,Panakkukang,OC,adult,LK,R3
3381,Sunday,5/31/2020,0:05, Haji Bau,Ujung Pandang,TK,adolescent,LK,R3
3382,Wednesday,6/3/2020,7:30, Lembo,Tallo,OC,adult,LK,R2
3383,Tuesday,6/2/2020,18:00, Nuri,Mariso,TK,adolescent,LK,R2
3384,Tuesday,5/19/2020,10:30,Urip Sumuharjo,Panakkukang,OC,adult,LK,R2
3385,Wednesday,6/3/2020,4:30,ANDI PANGERANG PETTARANI,Panakkukang,TK,adolescent,LK,R2
3386,Wednesday,6/3/2020,13:00, Abu Bakar Lambogo,Makassar,OC,adolescent,NOV,R2
3387,Thursday,6/4/2020,15:30, Minasa Upa,Rappocini,TK,adolescent,LK,R2
3388,Friday,6/5/2020,4:30, Insinyur Sutami,Tamalanrea,TK,adolescent,LK,R12
3389,Friday,6/5/2020,16:49,ANDI PANGERANG PETTARANI,Panakkukang,TL,NOV,PR,R2
3390,Sunday,6/7/2020,0:15, Goa Ria,Biringkanaya,TK,adolescent,NOV,R2
3391,Saturday,6/6/2020,20:00, Toddopuli Raya,Panakkukang,TM,adult,LK,R3
3392,Saturday,6/6/2020,9:30, Insinyur Sutami,Tamalanrea,TK,adult,LK,R2
3393,Saturday,6/6/2020,22:30, Veteran Utara,Bontoala,TK,adult,LK,R2
3394,Sunday,6/7/2020,11:00, Toddopuli Raya,Rappocini,TM,adult,LK,R6
3395,Monday,6/8/2020,18:30,Kawasan Pergudangan Parangloe Indah,Tamalanrea,OC,adult,LK,R2
3396,Monday,6/8/2020,2:30, Inspeksi PAM,Manggala,OC,adult,LK,R2
3397,Monday,6/8/2020,11:45, Insinyur Sutami,Biringkanaya,TK,adolescent,LK,R2
3398,Sunday,6/7/2020,20:15, Sunu,Tallo,TK,adolescent,LK,R2
3399,Monday,6/8/2020,13:30, Teuku Umar Raya,Tallo,TK,adult,LK,R3
3400,Tuesday,6/9/2020,14:15, Letjen Hertasning,Rappocini,OC,adult,NOV,R2
3401,Tuesday,6/9/2020,2:30, Biring Romang,Tamalanrea,OC,adolescent,LK,R2
3402,Wednesday,6/10/2020,9:00, Daeng Tata Raya III,Tamalate,TK,adult,LK,R2
3403,Wednesday,6/10/2020,22:00, Bungaejaya,Bontoala,TL,NOV,LK,R2
3404,Thursday,6/11/2020,8:00, Arief Rate,Ujung Pandang,OC,adult,NOV,R2
3405,Saturday,6/13/2020,7:00, Sunu,Bontoala,TK,adult,LK,R2
3406,Wednesday,6/10/2020,20:30,Urip Sumuharjo,Panakkukang,TK,adolescent,NOV,R2
3407,Thursday,6/11/2020,20:00, Nipa Nipa,Manggala,TL,NOV,PR,R2
3408,Sunday,6/14/2020,11:00, Cendrawasih,Tamalate,TL,NOV,LK,R2
3409,Saturday,6/13/2020,19:30, Perintis Kemerdekaan,Biringkanaya,TK,adult,LK,R3
3410,Sunday,6/14/2020,17:30, Naja Dg. Nai,Tallo,TM,adult,LK,R2
3411,Sunday,6/14/2020,2:00, Tinumbu,Bontoala,TK,adolescent,LK,R2
3412,Monday,6/15/2020,22:15, Perintis Kemerdekaan,Biringkanaya,TK,adult,LK,R2
3413,Tuesday,6/16/2020,23:30, Laikang,Biringkanaya,TK,adolescent,LK,R2
3414,Thursday,6/11/2020,18:00,ANDI PANGERANG PETTARANI,Panakkukang,TL,NOV,LK,R2
3415,Monday,6/15/2020,17:00, Insinyur Sutami,Tallo,TL,NOV,LK,R3
3416,Sunday,6/21/2020,21:00, Nuri,Mariso,TL,NOV,LK,R2
3417,Saturday,6/20/2020,18:20, Veteran Utara,Makassar,TK,adult,LK,R2
3418,Tuesday,6/16/2020,17:30, Cendrawasih,Mamajang,OC,adult,LK,R2
3419,Thursday,6/18/2020,0:30, Metro Tanjung Bunga,Mariso,OC,adolescent,LK,R2
3420,Monday,6/22/2020,20:00, Manyikkoaya,Biringkanaya,OC,adolescent,NOV,R2
3421,Tuesday,6/23/2020,1:00, Selayar,Biringkanaya,OC,adolescent,LK,R2
3422,Tuesday,6/23/2020,14:20, Veteran Utara,Bontoala,TK,adult,LK,R8
3423,Wednesday,6/24/2020,0:15, Gunung Bawakaraeng,Bontoala,TK,adult,LK,R3
3424,Monday,6/22/2020,18:20,Poros Perumnas Sudiang,Biringkanaya,TM,adolescent,NOV,R2
3425,Wednesday,6/24/2020,7:00, Gunung Bawakaraeng,Bontoala,TK,adult,LK,B2
3426,Tuesday,6/23/2020,6:40,Urip Sumuharjo,Panakkukang,TK,adult,NOV,R2
3427,Wednesday,6/24/2020,14:30, Tamangapa Raya,Manggala,TL,NOV,LK,R3
3428,Thursday,6/25/2020,22:30,ANDI PANGERANG PETTARANI,Rappocini,OC,adult,NOV,R2
3429,Saturday,6/27/2020,20:30, Veteran Selatan,Mamajang,TM,adult,LK,R2
3430,Sunday,6/28/2020,1:15, Kapasa Raya,Biringkanaya,OC,adult,PR,R2
3431,Sunday,6/28/2020,23:15,Urip Sumuharjo,Panakkukang,TK,adult,PR,R2
3432,Friday,6/26/2020,10:00,Sungai Saddang,Ujung Pandang,OC,adult,NOV,R2
3433,Sunday,6/28/2020,10:00,ANDI PANGERANG PETTARANI,Panakkukang,TL,NOV,NOV,R3
3434,Monday,6/29/2020,21:45, Insinyur Sutami,Tamalanrea,OC,adult,LK,R2
3435,Sunday,6/28/2020,15:00, Perintis Kemerdekaan,Tamalanrea,TL,NOV,NOV,R4
3436,Wednesday,7/1/2020,10:00, Tallasa City,Tamalanrea,OC,adult,NOV,R2
3437,Wednesday,7/1/2020,20:00, Perintis Kemerdekaan,Tamalanrea,OC,adolescent,NOV,R2
3438,Thursday,7/2/2020,6:10, BTN Minasa  Upa,Rappocini,TK,adult,NOV,R4
3439,Thursday,7/2/2020,23:20, Sungai Saddang,Ujung Pandang,TK,adult,LK,R4
3440,Wednesday,7/1/2020,20:00, Sam Ratulangi,Mamajang,TK,adult,LK,R2
3441,Friday,7/3/2020,4:15, Arung Teko,Biringkanaya,T,adult,LK,R2
3442,Friday,7/3/2020,6:45, Perintis Kemerdekaan,Tamalanrea,TK,adult,LK,R2
3443,Thursday,7/2/2020,22:20, Tamalate I,Rappocini,TL,NOV,LK,R2
3444,Wednesday,7/1/2020,1:30, Boulevard,Panakkukang,TK,adult,PR,R4
3445,Thursday,7/2/2020,14:00, Barawaja,Panakkukang,OC,adult,LK,R2
3446,Saturday,7/4/2020,21:00, Dokter Leimena,Panakkukang,OC,adolescent,LK,R2
3447,Sunday,7/5/2020,11:00, Kerung-Kerung,Makassar,TL,NOV,LK,R2
3448,Sunday,7/5/2020,2:00, Haji Bau,Ujung Pandang,TK,adolescent,LK,R4
3449,Friday,6/12/2020,17:00, Veteran Utara,Makassar,TK,adult,NOV,R6
3450,Monday,7/6/2020,11:00, Balang Baru 1,Tamalate,TM,adult,NOV,B2
3451,Monday,7/6/2020,13:00, Toddopuli VII,Manggala,TK,adolescent,LK,R2
3452,Monday,7/6/2020,22:00, Perintis Kemerdekaan,Biringkanaya,TM,adolescent,PR,R2
3453,Monday,7/6/2020,8:10, Veteran Selatan,Mamajang,TL,NOV,PR,R2
3454,Wednesday,7/8/2020,10:20,ANDI PANGERANG PETTARANI,Panakkukang,TK,adult,PR,R4
3455,Friday,7/10/2020,8:45, Insinyur Sutami,Tamalanrea,OC,adult,LK,R2
3456,Saturday,7/11/2020,11:00,ANDI PANGERANG PETTARANI,Panakkukang,OC,adult,NOV,R2
3457,Saturday,7/11/2020,19:40, Goa Ria,Biringkanaya,TL,NOV,LK,R2
3458,Sunday,7/12/2020,21:05,Urip Sumuharjo,Panakkukang,TK,adult,PR,R2
3459,Monday,7/13/2020,17:00, Kesejahteraan Selatan,Tamalanrea,TK,adult,LK,R4
3460,Saturday,7/11/2020,20:00, Teuku Umar Raya,Tallo,TL,NOV,LK,R2
3461,Tuesday,7/14/2020,5:30, Peternakan 5,Manggala,OC,adult,NOV,R2
3462,Monday,6/15/2020,17:00, Batara Bira,Biringkanaya,OC,adult,NOV,R2
3463,Friday,3/13/2020,10:30, Metro Tanjung Bunga,Tamalate,TK,adolescent,NOV,R4
3464,Wednesday,7/15/2020,8:30, Pongtiku,Tallo,TK,adult,LK,R2
3465,Thursday,7/16/2020,14:00, Perintis Kemerdekaan IV,Tamalanrea,OC,adult,LK,R2
3466,Thursday,7/16/2020,19:00, Ade Irma Nasution,Tallo,TK,adolescent,PR,R2
3467,Thursday,7/16/2020,17:00, Ade Irma Nasution,Tallo,TK,adolescent,LK,R2
3468,Friday,7/10/2020,6:00, Tamalanrea Raya,Tamalanrea,OC,adult,lk,R2
3469,Friday,7/17/2020,16:00, Cendrawasih,Mariso,TL,NOV,NOV,R4
3470,Thursday,7/16/2020,19:00, Perintis Kemerdekaan,Biringkanaya,TK,adult,LK,R2
3471,Friday,7/17/2020,16:15, Perintis Kemerdekaan,Tamalanrea,TK,adult,LK,R2
3472,Saturday,7/18/2020,10:00, Daeng Tata Raya,Tamalate,TL,NOV,PR,R2
3473,Saturday,7/18/2020,23:00, Sultan Alauddin,Tamalate,OC,adolescent,NOV,R2
3474,Sunday,7/19/2020,18:30, Borong Raya,Manggala,TL,NOV,LK,R2
3475,Monday,7/20/2020,14:00, Perintis Kemerdekaan,Biringkanaya,OC,adolescent,LK,R2
3476,Monday,7/20/2020,12:30, Penghibur,Ujung Pandang,TK,adult,LK,R2
3477,Tuesday,7/21/2020,11:15, Gunung Latimojong,Makassar,TK,adult,LK,R2
3478,Tuesday,7/21/2020,19:15, Perintis Kemerdekaan,Biringkanaya,TL,NOV,NOV,R2
3479,Wednesday,7/15/2020,15:30,Perintis Kemerdekaan,Tamalanrea,TK,adult,LK,R2
3480,Wednesday,7/22/2020,12:00, Letjen Hertasning,Rappocini,OC,adult,PR,R2
3481,Wednesday,7/22/2020,14:30,Parumpa,Biringkanaya,TL,NOV,LK,R2
3482,Thursday,7/16/2020,20:30, Perintis Kemerdekaan,Biringkanaya,TL,NOV,NOV,R2
3483,Thursday,7/23/2020,15:00, Daeng Tata Raya III,Tamalate,TM,adolescent,LK,R2
3484,Thursday,5/7/2020,14:00, Poros Tamalanrea Indah,Tamalanrea,OC,adult,LK,R2
3485,Friday,7/17/2020,14:30, Tamangapa Raya,Manggala,OC,adolescent,LK,R2
3486,Friday,7/24/2020,15:00, Macan,Mamajang,TK,adult,LK,R4
3487,Monday,7/20/2020,22:00, Juanda,Tallo,TK,adolescent,NOV,R2
3488,Sunday,7/26/2020,6:15, Perintis Kemerdekaan,Panakkukang,TL,NOV,NOV,R4
3489,Sunday,7/26/2020,18:20, Paccerakkang,Biringkanaya,OC,adolescent,LK,R2
3490,Sunday,7/26/2020,20:00, Perintis Kemerdekaan,Biringkanaya,TK,adult,NOV,R2
3491,Saturday,7/25/2020,17:30, Veteran Utara,Makassar,TM,adult,NOV,R4
3492,Thursday,7/30/2020,20:30,ANDI PANGERANG PETTARANI,Panakkukang,TK,adult,NOV,R4
3493,Friday,7/31/2020,11:40, Perintis Kemerdekaan,Biringkanaya,TK,adult,LK,R2
3494,Friday,7/31/2020,12:30, Toddopuli Raya,Panakkukang,T,adult,LK,R2
3495,Friday,7/31/2020,23:00, Veteran Utara,Makassar,TK,adolescent,LK,R2
3496,Friday,7/31/2020,19:00,Poros Perumnas Sudiang,Biringkanaya,TL,NOV,PR,R2
3497,Saturday,8/1/2020,16:15, Manuruki Raya,Biringkanaya,TK,adult,LK,R2
3498,Friday,7/31/2020,15:30, Veteran Utara,Bontoala,TK,adolescent,LK,R2
3499,Sunday,8/2/2020,20:00, Perintis Kemerdekaan,Biringkanaya,OC,adult,NOV,R2
3500,Sunday,8/2/2020,17:00, Perintis Kemerdekaan,Tamalanrea,TK,adult,LK,R2
3501,Monday,8/3/2020,11:30, Nuri Baru,Mariso,TK,adult,LK,R2
3502,Friday,7/31/2020,11:00, Haji Kalla,Panakkukang,TK,adolescent,LK,R2
3503,Monday,8/3/2020,11:03,Urip Sumuharjo,Panakkukang,T,adult,LK,R2
3504,Tuesday,8/4/2020,16:30, Jenderal Sudirman,Ujung Pandang,TL,NOV,LK,R2
3505,Tuesday,8/4/2020,22:00, Manyikkoaya,Biringkanaya,OC,adolescent,PR,R2
3506,Tuesday,8/4/2020,14:00, Galangan Kapal,Tallo,TK,adult,PR,B2
3507,Tuesday,7/28/2020,10:30, Toddopuli Raya Timur,Panakkukang,TK,adolescent,LK,R2
3508,Tuesday,8/4/2020,19:30,Urip Sumuharjo,Panakkukang,TM,adult,LK,R2
3509,Thursday,8/6/2020,8:00, Bandang,Bontoala,TM,adult,LK,R2
3510,Tuesday,8/4/2020,12:30, Kima Raya,Biringkanaya,OC,adult,LK,R2
3511,Tuesday,8/4/2020,14:30, Abdullah Daeng Sirua,Panakkukang,TK,adult,LK,R4
3512,Thursday,8/6/2020,13:30, Perintis Kemerdekaan,Biringkanaya,TK,adult,LK,R4
3513,Friday,8/7/2020,5:00,Urip Sumuharjo,Panakkukang,TL,NOV,NOV,R2
3514,Sunday,8/9/2020,15:00, Perintis Kemerdekaan,Biringkanaya,OC,adult,LK,R2
3515,Sunday,8/9/2020,16:10, Veteran Selatan,Mamajang,TK,adult,LK,R2
3516,Saturday,8/8/2020,9:00, Kesadaran Raya,Panakkukang,TL,NOV,NOV,R4
3517,Sunday,8/9/2020,23:00,  Letjen Hertasning,Rappocini,OC,adult,NOV,R2
3518,Friday,8/7/2020,18:30,Poros Perumnas Sudiang,Biringkanaya,TL,NOV,LK,R2
3519,Friday,8/7/2020,21:00,Urip Sumuharjo,Panakkukang,TL,NOV,LK,R2
3520,Monday,8/10/2020,7:00, Perintis Kemerdekaan,Biringkanaya,TK,adult,LK,R2
3521,Tuesday,8/11/2020,15:30, Inspeksi Kanal,Manggala,OC,adolescent,LK,R2
3522,Tuesday,8/11/2020,22:45, Sanrangan,Biringkanaya,TK,adult,LK,R2
3523,Wednesday,8/12/2020,22:46, Perintis Kemerdekaan,Biringkanaya,TK,adolescent,LK,R2
3524,Thursday,8/13/2020,15:30, Pajaiang,Biringkanaya,TL,NOV,LK,R2
3525,Friday,8/14/2020,1:00, Sultan Alauddin,Tamalate,TL,NOV,LK,R2
3526,Saturday,8/8/2020,8:30, Andalas,Bontoala,TL,NOV,LK,R2
3527,Sunday,8/16/2020,4:10, Datu Musseng,Ujung Pandang,TL,NOV,NOV,R4
3528,Saturday,8/15/2020,12:00, Adyaksa,Panakkukang,TK,adolescent,LK,R4
3529,Sunday,8/16/2020,10:25, Perintis Kemerdekaan,Biringkanaya,TK,adolescent,LK,R2
3530,Monday,8/17/2020,12:30, Insinyur Sutami,Tamalanrea,OC,adult,LK,R4
3531,Monday,8/17/2020,14:00, Perintis Kemerdekaan,Biringkanaya,OC,adolescent,NOV,R2
3532,Monday,8/17/2020,13:15, Tamalanrea Raya,Tamalanrea,TK,adult,LK,R4
3533,Saturday,8/1/2020,3:40, Paccinang Raya,Panakkukang,TK,adult,NOV,R4
3534,Tuesday,8/18/2020,13:00, Barawaja,Panakkukang,TK,adult,PR,R4
3535,Wednesday,8/19/2020,7:50,Urip Sumuharjo,Panakkukang,T,adult,LK,R2
3536,Wednesday,8/19/2020,11:30, Perintis Kemerdekaan,Biringkanaya,TK,adolescent,LK,R2
3537,Wednesday,8/19/2020,16:00, Daeng Tata Raya I,Tamalate,TL,NOV,LK,R2
3538,Wednesday,8/19/2020,16:00, Bambapuang,Makassar,TM,adult,LK,R2
3539,Monday,8/17/2020,11:50, G. Batu Putih,Makassar,TK,adult,LK,R4
3540,Tuesday,8/18/2020,12:50, Mesjid Raya,Bontoala,TL,NOV,NOV,R4
3541,Wednesday,8/19/2020,22:00, Pandang Raya,Panakkukang,TK,adult,LK,R2
3542,Monday,8/10/2020,16:30, Perintis Kemerdekaan,Tamalanrea,OC,adult,LK,R2
3543,Thursday,8/20/2020,20:30, Kumala II,Tamalate,TK,adult,LK,B2
3544,Friday,8/21/2020,11:00, Biring Romang,Tamalanrea,TM,adolescent,LK,R2
3545,Monday,8/17/2020,21:00, Metro Tanjung Bunga,Tamalate,TK,adult,LK,R2
3546,Saturday,8/22/2020,19:30, Borong Raya,Manggala,TL,NOV,NOV,R4
3547,Saturday,8/22/2020,10:00, Komp. Unhas ,Tamalanrea,OC,adolescent,NOV,R2
3548,Friday,8/21/2020,12:30, Monginsidi ,Makassar,OC,adult,LK,R2
3549,Sunday,8/23/2020,18:45, Kima Raya I,Biringkanaya,TK,adult,LK,R2
3550,Monday,8/24/2020,17:00,  Haji Bau,Ujung Pandang,TK,adolescent,LK,R4
3551,Tuesday,8/25/2020,9:00, Penghibur,Ujung Pandang,TL,NOV,NOV,R2
3552,Sunday,8/16/2020,18:15, Gunung Merapi,Ujung Pandang,OC,adult,LK,R2
3553,Monday,8/24/2020,11:00, Kelapa III,Panakkukang,TL,NOV,NOV,R3
