day,time,address,district,accident_type,age,gender,suspect_vehicle,lat,long
Tuesday,Night,pajaiang,biringkanaya,TK,adult,LK,R2,-5.1072138,119.5214542
Tuesday,Morning,aroepala,rappocini,TK,adult,LK,R2,-5.1748451,119.4557027
Sunday,Afternoon,veteran selatan,makassar,TL,NOV,lk,R4,-5.1673416,119.4198624
Wednesday,Morning,urip sumuharjo,panakkukang,TM,adolescent,LK,R2,-5.1348243,119.4316818
Thursday,Evening,penghibur,ujung pandang,TK,adult,LK,R4,-5.147339,119.4090271
Monday,Morning,maccini kidul,makassar,TK,adult,LK,R2,-5.1382583,119.4289519
Tuesday,Afternoon,insinyur sutami 1,tamalanrea,TK,adult,PR,R6,-5.0811953,119.5000284
Wednesday,Morning,perintis kemerdekaan,tamalanrea,TL,NOV,NOV,R2,-5.1257155,119.5040112
Wednesday,Afternoon,letjen hertasning,rappocini,TL,NOV,LK,R4,-5.1615805,119.4360696
Wednesday,Afternoon,rajawali,mariso,TK,adolescent,LK,R2,-5.1538312,119.4108745
Friday,Morning,sanrangan,biringkanaya,TK,adult,LK,R2,-5.1063304,119.5203592
Thursday,Afternoon,berua raya,biringkanaya,TM,adolescent,LK,R2,-5.1158621,119.5232925
Saturday,Afternoon,perintis kemerdekaan,tamalanrea,TK,adult,NOV,R4,-5.1257155,119.5040112
Sunday,Morning,urip sumuharjo,panakkukang,TL,NOV,LK,R4,-5.1348243,119.4316818
Sunday,Morning,andi pangerang pettarani,panakkukang,TK,adult,PR,R2,-5.1521953,119.4374749
Friday,Afternoon,sunu,tallo,OC,adult,LK,R2,-5.1247334,119.4296097
Sunday,Afternoon,maccini baru,makassar,TK,adult,NOV,R2,-5.1378158,119.4279274
Monday,Morning,urip sumuharjo,bontoala,TL,NOV,LK,R2,-5.1348243,119.4316818
Tuesday,Night,gunung bulusaraung,bontoala,TK,adolescent,LK,R2,-5.1311549,119.4198042
Monday,Evening,veteran selatan,mamajang,TL,adult,LK,R2,-5.1671547,119.419923
Monday,Morning,urip sumuharjo,panakkukang,TL,adolescent,LK,R4,-5.1348243,119.4316818
Monday,Afternoon,paccerakkang,biringkanaya,TM,adult,NOV,R4,-5.1130349,119.5128407
Wednesday,Morning,sultan alauddin,rappocini,TB,adult,LK,R4,-5.1847014,119.4408542
Wednesday,Afternoon,yos sudarso,bontoala,TL,adult,LK,R2,-5.1199966,119.4174866
Wednesday,Evening,urip sumuharjo,panakkukang,TK,child,NOV,R2,-5.1348243,119.4316818
Tuesday,Afternoon,paccerakkang,biringkanaya,TL,adult,NOV,R3,-5.1130349,119.5128407
Wednesday,Morning,a.r. hakim,tallo,TL,adult,NOV,R2,-5.12141,119.4347354
Wednesday,Night,monumen emmy saelan,rappocini,TK,adult,LK,R2,-5.1716927,119.4425634
Wednesday,Evening,urip sumuharjo,panakkukang,TL,NOV,LK,R2,-5.1348243,119.4316818
Wednesday,Night,al markaz,bontoala,TL,NOV,LK,R2,-5.1266676,119.4251351
Wednesday,Afternoon,tupai,mamajang,TL,adolescent,PR,R2,-5.1604904,119.4202026
Friday,Morning,gatot subroto,tallo,TK,adolescent,LK,R2,-5.1182406,119.4349653
Friday,Morning,metro tanjung bunga,tamalate,T,adult,LK,R2,-5.1661576,119.3917443
Friday,Morning,veteran utara,bontoala,TM,adult,LK,R4,-5.1407973,119.4239945
Wednesday,Night,nipa nipa,manggala,TL,NOV,LK,R2,-5.1624763,119.5003181
Friday,Morning,monumen emmy saelan,rappocini,TK,adolescent,LK,R2,-5.1716927,119.4425634
Sunday,Night,pengayoman,panakkukang,TK,adult,LK,R2,-5.1585975,119.4418718
Friday,Night,haji kalla,panakkukang,TL,NOV,LK,R2,-5.1399514,119.4581721
Sunday,Morning,pajaiang,biringkanaya,TL,NOV,PR,R4,-5.1072138,119.5214542
Sunday,Morning,perintis kemerdekaan,tamalanrea,TL,NOV,PR,R2,-5.1257155,119.5040112
Friday,Morning,insinyur sutami,tamalanrea,TL,NOV,LK,R4,-5.0811953,119.5000284
Tuesday,Afternoon,kerukunan timur,tamalanrea,TK,adult,LK,R4,-5.1403086,119.5094463
Sunday,Afternoon,bougenville,panakkukang,TL,NOV,LK,R2,-5.1579117,119.4451725
Tuesday,Evening,botolempangan,ujung pandang,TK,adult,LK,R4,-5.1446024,119.4130438
Monday,Morning,bandang,bontoala,TK,adult,LK,R4,-5.1329092,119.4213666
Tuesday,Evening,poros perumnas sudiang,biringkanaya,TK,adult,LK,R2,-5.1018114,119.5316194
Tuesday,Afternoon,gunung merapi,ujung pandang,TK,adult,NOV,R4,-5.1735643,119.394401
Wednesday,Morning,kima raya ii,biringkanaya,TL,NOV,LK,R2,-5.1128454,119.509013
Wednesday,Afternoon,g. batu putih,ujung pandang,TL,NOV,LK,R2,-5.1468769,119.4185684
Tuesday,Evening,perintis kemerdekaan,biringkanaya,TK,adolescent,PR,R2,-5.0876472,119.5188217
Wednesday,Evening,perintis kemerdekaan,tamalanrea,TL,NOV,NOV,R2,-5.1257155,119.5040112
Thursday,Morning,metro tanjung bunga,tamalate,TL,NOV,LK,R2,-5.1661576,119.3917443
Thursday,Evening,insinyur juanda,tallo,TK,child,LK,R2,-5.1202807,119.4373744
Thursday,Afternoon,kumala,tamalate,TL,NOV,LK,R3,-5.1751691,119.4167077
Thursday,Morning,veteran selatan,mamajang,TK,child,LK,R2,-5.1671547,119.419923
Wednesday,Afternoon,andi mappaodang,tamalate,TK,adult,LK,R2,-5.1732205,119.4158686
Thursday,Afternoon,barawaja ii,panakkukang,TL,NOV,LK,R2,-5.1357031,119.4402319
Thursday,Evening,barawaja,panakkukang,TK,adult,LK,R2,-5.1357031,119.4402319
Friday,Afternoon,perintis kemerdekaan,tamalanrea,TL,NOV,LK,R2,-5.1257155,119.5040112
Saturday,Morning,maccini sawah,makassar,TK,adult,LK,R2,-5.1374548,119.4297329
Saturday,Evening,lamadukelleng,ujung pandang,TM,adolescent,NOV,R2,-5.1414467,119.4107642
Saturday,Afternoon,urip sumuharjo,panakkukang,TL,NOV,LK,R2,-5.1348243,119.4316818
Friday,Morning,urip sumuharjo,panakkukang,TL,NOV,LK,R4,-5.1348243,119.4316818
Monday,Morning,urip sumuharjo,panakkukang,TM,adult,LK,R2,-5.1348243,119.4316818
Friday,Morning,perintis kemerdekaan,tamalanrea,TL,NOV,NOV,R2,-5.1257155,119.5040112
Saturday,Evening,perintis kemerdekaan,biringkanaya,TK,adult,LK,R2,-5.0876472,119.5188217
Saturday,Morning,veteran utara,makassar,TK,adolescent,LK,R2,-5.1391986,119.4233018
Wednesday,Morning,urip sumuharjo,panakkukang,TK,adult,PR,R6,-5.1348243,119.4316818
Wednesday,Afternoon,domba,makassar,TK,child,LK,R2,-5.1502899,119.4217149
Tuesday,Evening,urip sumuharjo,panakkukang,TL,NOV,LK,R2,-5.1348243,119.4316818
Wednesday,Morning,tol reformasi,tallo,OC,adult,LK,R4,-5.1105854,119.4355002
Saturday,Evening,abdullah daeng sirua,panakkukang,TK,adolescent,LK,R2,-5.1513443,119.4494392
Wednesday,Night,urip sumuharjo,panakkukang,TK,adolescent,LK,R2,-5.1348243,119.4316818
Thursday,Morning,urip sumuharjo,panakkukang,TK,adolescent,LK,R2,-5.1348243,119.4316818
Thursday,Afternoon,sultan alauddin,rappocini,TL,NOV,LK,R4,-5.1847014,119.4408542
Wednesday,Evening,raya kampus unhas,tamalanrea,TL,NOV,LK,R2,-5.1307011,119.4902595
Thursday,Afternoon,gunung bawakaraeng,makassar,TK,adolescent,LK,R2,-5.1349865,119.425356
Wednesday,Evening,insinyur sutami,tamalanrea,TK,adult,LK,R2,-5.0811953,119.5000284
Friday,Morning,laikang,biringkanaya,TM,adolescent,LK,R2,-5.103716,119.5371947
Saturday,Afternoon,sultan alauddin,tamalate,TK,adult,LK,R2,-5.1682127,119.4209944
Friday,Afternoon,goa ria,biringkanaya,TK,adolescent,LK,R2,-5.0810812,119.5253813
Friday,Afternoon,goa ria,biringkanaya,TL,NOV,LK,R2,-5.0810812,119.5253813
Saturday,Morning,pengayoman,panakkukang,TK,adult,LK,R4,-5.1585975,119.4418718
Saturday,Night,mesjid raya,bontoala,TK,adult,NOV,R2,-5.1311012,119.4235275
Thursday,Morning,rajawali,mariso,TK,adult,LK,R2,-5.1538312,119.4108745
Friday,Afternoon,perjanjian bungaya,tamalate,TK,adolescent,NOV,R2,-5.2090132,119.3911307
Friday,Evening,perintis kemerdekaan,tamalanrea,TL,NOV,LK,R6,-5.1257155,119.5040112
Sunday,Morning,kumala,tamalate,TL,NOV,NOV,R2,-5.1751691,119.4167077
Sunday,Morning,perintis kemerdekaan,tamalanrea,TL,NOV,LK,R2,-5.1257155,119.5040112
Sunday,Afternoon,perintis kemerdekaan,tamalanrea,OC,adult,PR,R2,-5.1257155,119.5040112
Monday,Morning,insinyur sutami iv,tamalanrea,OC,adult,PR,R4,-5.0811953,119.5000284
Tuesday,Morning,mesjid raya,bontoala,TK,adult,NOV,R2,-5.1311012,119.4235275
Tuesday,Afternoon,perintis kemerdekaan,tamalanrea,TK,adolescent,NOV,R4,-5.1257155,119.5040112
Tuesday,Morning,tamalanrea raya,tamalanrea,TL,NOV,LK,R4,-5.1377395,119.5159278
Friday,Evening,veteran utara,bontoala,TK,adult,NOV,R2,-5.1407973,119.4239945
Sunday,Morning,haji bau,mariso,TK,adolescent,NOV,R2,-5.1486476,119.4096809
Wednesday,Afternoon,sam ratulangi,mamajang,TL,NOV,NOV,R2,-5.1610298,119.4173875
Wednesday,Morning,poros tamalanrea indah,tamalanrea,TK,adolescent,NOV,R2,-5.1264839,119.5000076
Wednesday,Afternoon,gontang raya,tamalate,TK,adolescent,LK,R2,-5.1847742,119.4080313
Wednesday,Morning,sudirman,ujung pandang,TK,adult,LK,R2,-5.1410352,119.4146664
Thursday,Morning,dokter leimena,panakkukang,TL,NOV,LK,R4,-5.1499481,119.4710365
Thursday,Morning,insinyur sutami,biringkanaya,TL,NOV,LK,R2,-5.0680439,119.524519
Monday,Afternoon,kumala ii,tamalate,TM,adult,LK,R2,-5.1742308,119.4198237
Thursday,Afternoon,perintis kemerdekaan,biringkanaya,TK,adolescent,PR,R4,-5.0876472,119.5188217
Thursday,Night,gunung latimojong,makassar,TK,adult,LK,R2,-5.1405404,119.4208275
Friday,Evening,tupai,mamajang,TK,adult,LK,R2,-5.1604904,119.4202026
Friday,Morning,arief rate,ujung pandang,TL,NOV,LK,R2,-5.1473917,119.4130735
Friday,Afternoon,slamet riyadi,ujung pandang,TL,NOV,NOV,R2,-5.134358,119.4071906
Saturday,Afternoon,rappocini 9,rappocini,TL,NOV,NOV,R4,-5.1547775,119.4308033
Saturday,Night,sudirman,ujung pandang,TK,adult,LK,R4,-5.1410352,119.4146664
Sunday,Night,borong raya,manggala,TL,NOV,PR,R2,-5.1646341,119.4717009
Monday,Afternoon,urip sumuharjo,panakkukang,TL,NOV,PR,R2,-5.1348243,119.4316818
Saturday,Evening,kima raya ii,biringkanaya,OC,adult,PR,R2,-5.1128454,119.509013
Friday,Afternoon,urip sumuharjo,bontoala,TL,NOV,LK,R4,-5.1348243,119.4316818
Sunday,Afternoon,pajaiang,biringkanaya,TK,adolescent,NOV,R2,-5.1072138,119.5214542
Monday,Afternoon,sudirman,ujung pandang,TK,adult,LK,R4,-5.1410352,119.4146664
Tuesday,Morning,ar daeng ngunjung,tallo,TM,adult,PR,R4,-5.124173,119.4391567
Friday,Morning,perintis kemerdekaan,tamalanrea,TM,adult,LK,R2,-5.1257155,119.5040112
Monday,Night,urip sumuharjo,panakkukang,OC,adult,LK,R4,-5.1348243,119.4316818
Tuesday,Evening,urip sumuharjo,panakkukang,TL,NOV,NOV,R2,-5.1348243,119.4316818
Wednesday,Evening,veteran selatan,mamajang,TM,adolescent,NOV,R2,-5.1671547,119.419923
Sunday,Night,jipang raya,rappocini,TK,adult,NOV,R2,-5.1868077,119.4483734
Saturday,Morning,moha,manggala,TL,NOV,LK,R2,-5.1639257,119.482062
Tuesday,Morning,sultan alauddin,tamalate,TM,adult,LK,R4,-5.1682127,119.4209944
Thursday,Evening,tol reformasi,tallo,TL,NOV,PR,R10,-5.1105854,119.4355002
Saturday,Night,urip sumuharjo,makassar,TK,adult,lk,R2,-5.1349388,119.4320188
Friday,Afternoon,daeng regge,tallo,TM,adult,LK,R4,-5.1242125,119.4410212
Saturday,Night,tinumbu,bontoala,TL,NOV,LK,R2,-5.1175498,119.4215302
Sunday,Morning,perintis kemerdekaan,tamalanrea,TM,adolescent,LK,R2,-5.1257155,119.5040112
Thursday,Morning,tamalate i,rappocini,TL,NOV,PR,R2,-5.1675882,119.4479146
Friday,Night,dokter leimena,panakkukang,TL,NOV,NOV,R4,-5.1499481,119.4710365
Sunday,Afternoon,sunu,tallo,TL,NOV,LK,R2,-5.1247334,119.4296097
Monday,Afternoon,sudirman,ujung pandang,TM,adolescent,LK,R2,-5.1410352,119.4146664
Monday,Evening,metro tanjung bunga,mariso,TL,NOV,LK,R2,-5.1544437,119.4041691
Tuesday,Night,sam ratulangi,mamajang,TL,NOV,LK,R4,-5.1610298,119.4173875
Friday,Morning,perintis kemerdekaan,biringkanaya,TK,adult,NOV,R2,-5.0876472,119.5188217
Tuesday,Night,antang raya,manggala,TK,adolescent,PR,R2,-5.1664795,119.478882
Tuesday,Night,perintis kemerdekaan,tamalanrea,TK,child,LK,R2,-5.1257155,119.5040112
Wednesday,Afternoon,inspeksi kanal,manggala,TL,NOV,NOV,R2,-5.1629569,119.4677618
Wednesday,Evening,inspeksi pam,manggala,TL,NOV,LK,R2,-5.1552844,119.4774932
Wednesday,Afternoon,kima raya ii,biringkanaya,TK,adult,LK,R2,-5.1128454,119.509013
Friday,Night,perintis kemerdekaan,biringkanaya,TK,adult,LK,R2,-5.0876472,119.5188217
Wednesday,Night,urip sumuharjo,panakkukang,TK,adolescent,LK,R2,-5.1348243,119.4316818
Friday,Morning,andi pangerang pettarani,makassar,TL,NOV,NOV,R4,-5.1521953,119.4374749
Friday,Afternoon,toddopuli raya,panakkukang,TK,adult,LK,R4,-5.1642922,119.4514556
Sunday,Afternoon,perintis kemerdekaan,tamalanrea,TK,adult,NOV,R4,-5.1257155,119.5040112
Sunday,Afternoon,maccini sawah,makassar,TL,NOV,NOV,R4,-5.1374548,119.4297329
Sunday,Night,pengayoman,panakkukang,TL,NOV,NOV,R3,-5.1585975,119.4418718
Sunday,Night,nuri,mariso,TK,adolescent,LK,R2,-5.1613624,119.4092236
Sunday,Afternoon,insinyur sutami,biringkanaya,TL,NOV,LK,R4,-5.0680439,119.524519
Saturday,Evening,kerung-kerung,makassar,TK,adolescent,PR,R2,-5.1402076,119.425703
Friday,Evening,minasa upa,rappocini,TK,child,LK,R2,-5.183593,119.4585157
Friday,Evening,profesor abdurrahman basalamah,panakkukang,TB,adolescent,LK,R2,-5.1458615,119.4485812
Sunday,Evening,kapasa raya,tamalanrea,TK,adolescent,NOV,R2,-5.0890215,119.4820631
Tuesday,Morning,urip sumuharjo,bontoala,TM,adolescent,LK,R2,-5.1348243,119.4316818
Monday,Night,perintis kemerdekaan,tamalanrea,TK,adolescent,LK,R2,-5.1257155,119.5040112
Saturday,Afternoon,tamalanrea raya,tamalanrea,TK,adolescent,LK,R2,-5.1377395,119.5159278
Tuesday,Morning,pajaiang,biringkanaya,TL,NOV,LK,R2,-5.1072138,119.5214542
Tuesday,Afternoon,profesor abdurrahman basalamah ii,panakkukang,TL,NOV,LK,R2,-5.1458615,119.4485812
Tuesday,Morning,sudirman,ujung pandang,TK,adult,PR,R2,-5.1410352,119.4146664
Monday,Morning,pajaiang,biringkanaya,TK,adult,PR,R6,-5.1072138,119.5214542
Saturday,Afternoon,urip sumohardjo,panakkukang,TL,NOV,LK,R2,-5.1396032,119.4487249
Thursday,Evening,perintis kemerdekaan,tamalanrea,T,adult,LK,R2,-5.1257155,119.5040112
Friday,Morning,tamalanrea raya,tamalanrea,TL,NOV,LK,R2,-5.1377395,119.5159278
Saturday,Evening,yusuf dg. ngawing,rappocini,TK,adolescent,LK,R2,-5.166173,119.4378724
Saturday,Afternoon,inspeksi kanal,manggala,TL,NOV,LK,R2,-5.1629569,119.4677618
Sunday,Night,batua raya,panakkukang,TK,adult,NOV,R2,-5.1550374,119.4579475
Saturday,Morning,bitoa lama,manggala,TK,adult,LK,R3,-5.1655143,119.470282
Saturday,Afternoon,bonto mangape,tamalate,TL,NOV,LK,R2,-5.1725666,119.4284309
Saturday,Evening,kapasa raya,tamalanrea,TK,child,PR,R2,-5.0890215,119.4820631
Friday,Afternoon,urip sumuharjo,panakkukang,TL,NOV,NOV,R4,-5.1348243,119.4316818
Monday,Afternoon,teuku umar raya,tallo,TL,NOV,LK,R2,-5.1175544,119.4319332
Sunday,Evening,penghibur,ujung pandang,TL,NOV,LK,R2,-5.147339,119.4090271
Monday,Afternoon,antang raya,manggala,TL,adult,LK,R4,-5.1664795,119.478882
Wednesday,Afternoon,urip sumuharjo,panakkukang,TL,NOV,LK,R4,-5.1348243,119.4316818
Monday,Afternoon,perintis kemerdekaan,tamalanrea,OC,adolescent,LK,R2,-5.1257155,119.5040112
Monday,Night,perintis kemerdekaan,tamalanrea,TK,adolescent,LK,R2,-5.1257155,119.5040112
Monday,Morning,nuri,mariso,TL,NOV,LK,R2,-5.1613624,119.4092236
Tuesday,Afternoon,anggrek,mariso,TM,adolescent,LK,R2,-5.1637338,119.4075297
Monday,Morning,nipa nipa,manggala,TL,NOV,LK,R2,-5.1624763,119.5003181
Wednesday,Afternoon,gunung bawakaraeng,ujung pandang,TL,NOV,NOV,R4,-5.135514,119.4179481
Tuesday,Evening,borong raya,manggala,TK,adult,LK,R2,-5.1646341,119.4717009
Wednesday,Evening,borong raya,manggala,TK,adolescent,LK,R2,-5.1646341,119.4717009
Thursday,Night,boulevard,panakkukang,TK,adolescent,LK,R4,-5.1560473,119.4419658
Saturday,Morning,kapasa raya,tamalanrea,TK,adult,NOV,R4,-5.0890215,119.4820631
Saturday,Afternoon,perintis kemerdekaan,biringkanaya,TK,adult,LK,R2,-5.0876472,119.5188217
Saturday,Afternoon,insinyur sutami,tamalanrea,TK,adult,NOV,R4,-5.0811953,119.5000284
Thursday,Afternoon,sultan alauddin,tamalate,TL,NOV,PR,R4,-5.1682127,119.4209944
Wednesday,Evening,dokter leimena,panakkukang,T,child,LK,R2,-5.1499481,119.4710365
Thursday,Evening,perintis kemerdekaan,biringkanaya,TK,adolescent,LK,R2,-5.0876472,119.5188217
Friday,Morning,perintis kemerdekaan,tamalanrea,TK,adult,LK,R2,-5.1257155,119.5040112
Friday,Night,gunung latimojong,makassar,TK,child,LK,R2,-5.1405404,119.4208275
Friday,Evening,pelita ii,rappocini,TK,adolescent,LK,R2,-5.1537544,119.432717
Saturday,Night,urip sumuharjo,panakkukang,TM,adult,LK,R2,-5.1348243,119.4316818
Saturday,Morning,andi mangerangi ii,tamalate,TK,adult,LK,R2,-5.16894,119.4185142
Wednesday,Evening,tol reformasi,tallo,TL,NOV,LK,R3,-5.1105854,119.4355002
Thursday,Evening,sudirman,ujung pandang,TK,adolescent,LK,R2,-5.1410352,119.4146664
Friday,Afternoon,sudirman,ujung pandang,TK,adult,LK,R2,-5.1410352,119.4146664
Friday,Afternoon,pajaiang,biringkanaya,TK,adult,LK,R2,-5.1072138,119.5214542
Monday,Evening,perintis kemerdekaan,biringkanaya,TK,child,LK,R2,-5.0876472,119.5188217
Sunday,Morning,perintis kemerdekaan,biringkanaya,TL,NOV,NOV,R4,-5.0876472,119.5188217
Sunday,Afternoon,kapasa raya,tamalanrea,TK,adult,LK,R2,-5.0890215,119.4820631
Monday,Afternoon,ranggong,ujung pandang,TM,adolescent,LK,R2,-5.1396414,119.4080159
Sunday,Night,lasinrang,ujung pandang,TL,NOV,LK,R4,-5.146835,119.4142894
Sunday,Afternoon,perintis kemerdekaan,biringkanaya,TL,NOV,NOV,R4,-5.0876472,119.5188217
Tuesday,Morning,sungai saddang,ujung pandang,TL,NOV,LK,R2,-5.1468498,119.4249901
Tuesday,Night,borong raya,manggala,TK,adult,NOV,R2,-5.1646341,119.4717009
Wednesday,Afternoon,lamuru,bontoala,TL,NOV,LK,R2,-5.1285743,119.4207363
Tuesday,Afternoon,urip sumuharjo,panakkukang,TK,adolescent,NOV,R2,-5.1348243,119.4316818
Wednesday,Morning,insinyur sutami,tamalanrea,TK,adolescent,LK,R2,-5.0811953,119.5000284
Wednesday,Morning,adyaksa baru,panakkukang,TL,NOV,PR,R2,-5.1545483,119.4483376
Sunday,Morning,tamalanrea raya,tamalanrea,OC,adult,PR,R2,-5.1377395,119.5159278
Wednesday,Morning,poros tamalanrea,tamalanrea,TK,adult,NOV,R2,-5.1264839,119.5000076
Thursday,Morning,perintis kemerdekaan,tamalanrea,TL,NOV,NOV,R2,-5.1257155,119.5040112
Wednesday,Evening,urip sumuharjo,panakkukang,TM,adult,LK,R2,-5.1348243,119.4316818
Monday,Evening,gontang raya,tamalate,TL,NOV,NOV,R6,-5.1847742,119.4080313
Thursday,Morning,urip sumuharjo,panakkukang,TM,adolescent,NOV,R2,-5.1348243,119.4316818
Friday,Afternoon,tupai,mamajang,TM,adolescent,NOV,R2,-5.1604904,119.4202026
Friday,Morning,paccerakkang,biringkanaya,TK,child,LK,R2,-5.1130349,119.5128407
Saturday,Evening,m. yamin,makassar,TL,NOV,LK,R2,-5.1417812,119.4312727
Friday,Night,bulogading,ujung pandang,TB,adolescent,LK,R4,-5.137357850000001,119.4073225558687
Thursday,Afternoon,metro tanjung bunga,mariso,TL,NOV,LK,R2,-5.1544437,119.4041691
Sunday,Morning,pajaiang,biringkanaya,TM,adult,LK,R2,-5.1072138,119.5214542
Sunday,Morning,perintis kemerdekaan,tamalanrea,TL,NOV,NOV,R4,-5.1257155,119.5040112
Saturday,Evening,perintis kemerdekaan,biringkanaya,TL,NOV,LK,R2,-5.0876472,119.5188217
Saturday,Afternoon,raya kampus unhas,tamalanrea,TK,adult,LK,R2,-5.1307011,119.4902595
Sunday,Evening,paccerakkang,biringkanaya,TK,adult,LK,R2,-5.1130349,119.5128407
Saturday,Afternoon,kumala ii selatan,tamalate,TM,adult,LK,R2,-5.1742308,119.4198237
Sunday,Morning,urip sumuharjo,bontoala,TL,NOV,NOV,R2,-5.1348243,119.4316818
Saturday,Evening,mapala,rappocini,TK,adolescent,NOV,R4,-5.1696055,119.437864
Sunday,Evening,kompleks i,manggala,TK,adolescent,LK,R2,-5.1628443,119.4845125
Friday,Afternoon,veteran selatan,mamajang,TL,NOV,PR,R2,-5.1671547,119.419923
Friday,Afternoon,kumala,tamalate,TK,adult,PR,R4,-5.1751691,119.4167077
Sunday,Night,urip sumuharjo,panakkukang,TK,adolescent,PR,R4,-5.1348243,119.4316818
Sunday,Night,adyaksa baru,panakkukang,TK,adolescent,LK,R2,-5.1545483,119.4483376
Sunday,Night,perintis kemerdekaan,tamalanrea,TK,adolescent,NOV,R4,-5.1257155,119.5040112
Friday,Evening,kemauan v,makassar,TM,adolescent,LK,R2,-5.1399353,119.4322832
Monday,Afternoon,sam ratulangi,mariso,TK,adult,PR,R4,-5.161255,119.4173574
Thursday,Morning,perintis kemerdekaan,biringkanaya,TM,adolescent,LK,R2,-5.0876472,119.5188217
Monday,Morning,monginsidi,ujung pandang,TK,adult,LK,R4,-5.1479402,119.4186723
Saturday,Morning,karantina,panakkukang,TL,NOV,NOV,R2,-5.1363794,119.433666
Sunday,Morning,andi pangerang pettarani,rappocini,TL,NOV,NOV,R2,-5.1565899,119.4369069
Tuesday,Afternoon,pelita raya,rappocini,TK,adult,NOV,R2,-5.1528655,119.4341715
Tuesday,Evening,veteran selatan,makassar,TM,adolescent,LK,R2,-5.1673416,119.4198624
Sunday,Morning,sultan alauddin,rappocini,TL,NOV,NOV,R6,-5.1847014,119.4408542
Monday,Evening,aroepala,rappocini,TL,NOV,NOV,R4,-5.1748451,119.4557027
Tuesday,Afternoon,andi pangerang pettarani,rappocini,TK,adolescent,LK,R2,-5.1565899,119.4369069
Saturday,Afternoon,perintis kemerdekaan,tamalanrea,TK,adolescent,lk,R2,-5.1257155,119.5040112
Saturday,Afternoon,perintis kemerdekaan,biringkanaya,TK,adult,LK,R2,-5.0876472,119.5188217
Tuesday,Morning,rudal 12,biringkanaya,TK,adult,LK,R2,-5.1087657,119.5222599
Wednesday,Morning,perintis kemerdekaan,tamalanrea,TL,NOV,NOV,R4,-5.1257155,119.5040112
Wednesday,Afternoon,boulevard,panakkukang,TK,adult,NOV,R4,-5.1560473,119.4419658
Monday,Morning,sultan alauddin,tamalate,TK,adult,LK,R2,-5.1682127,119.4209944
Thursday,Night,baji gau,tamalate,TL,NOV,NOV,R4,-5.1709153,119.4137925
Thursday,Morning,sunu,tallo,TK,adult,LK,R2,-5.1247334,119.4296097
Friday,Morning,yusuf,rappocini,TL,NOV,LK,R2,-5.1909841,119.4520973
Friday,Morning,metro tanjung bunga,mariso,TM,adolescent,NOV,R4,-5.1544437,119.4041691
Friday,Morning,rappocini raya,rappocini,TK,adult,LK,R2,-5.1525914,119.4258648
Friday,Night,perintis kemerdekaan,biringkanaya,TK,adult,PR,R2,-5.0876472,119.5188217
Friday,Afternoon,perintis kemerdekaan,tamalanrea,TK,adult,LK,R2,-5.1257155,119.5040112
Friday,Afternoon,sunu,bontoala,TK,adult,NOV,R4,-5.13207,119.427103
Saturday,Night,k.s. tubun,mariso,TK,adult,LK,R4,-5.1626177,119.4112635
Thursday,Morning,pannampu,tallo,TK,adult,LK,R2,-5.117704,119.431457
Friday,Morning,belibis,mariso,TL,NOV,LK,R2,-5.1588854,119.412347
Friday,Afternoon,abu bakar lambogo,makassar,TL,NOV,LK,R2,-5.1427283,119.4336437
Friday,Morning,paccinang raya,panakkukang,TL,NOV,NOV,R2,-5.1481939,119.4694016
Wednesday,Afternoon,andi pangerang pettarani,panakkukang,TL,NOV,NOV,R4,-5.1521953,119.4374749
Saturday,Evening,tamangapa raya,manggala,TK,adolescent,LK,R2,-5.1767373,119.4843844
Saturday,Night,perintis kemerdekaan,tamalanrea,TK,adolescent,NOV,R2,-5.1257155,119.5040112
Sunday,Afternoon,perintis kemerdekaan,biringkanaya,TK,adult,NOV,R2,-5.0876472,119.5188217
Sunday,Morning,anggrek ii,mariso,TM,adolescent,NOV,R4,-5.1637338,119.4075297
Saturday,Night,gunung bawakaraeng,bontoala,TL,NOV,LK,R2,-5.1349865,119.425356
Monday,Morning,urip sumuharjo,panakkukang,TM,adolescent,LK,R2,-5.1348243,119.4316818
Monday,Morning,cemara,panakkukang,TL,NOV,LK,R2,-5.1610312,119.4528684
Monday,Morning,berua 4,biringkanaya,TM,adult,PR,R4,-5.1154978,119.5233139
Wednesday,Night,insinyur sutami,tamalanrea,OC,adolescent,LK,R2,-5.0811953,119.5000284
Tuesday,Evening,kapasa raya,biringkanaya,TM,adolescent,LK,R6,-5.109131,119.5009769
Tuesday,Morning,dokter leimena,panakkukang,TK,adolescent,NOV,R2,-5.1499481,119.4710365
Tuesday,Evening,andi pangerang pettarani,panakkukang,TK,adult,LK,R6,-5.1521953,119.4374749
Tuesday,Afternoon,andi mappanyukki,mariso,TL,NOV,LK,R2,-5.1521162,119.4147322
Saturday,Evening,karaeng bonto marannu,tamalate,TL,NOV,LK,R2,-5.2634986,119.383418
Wednesday,Afternoon,insinyur sutami,tamalanrea,TL,NOV,NOV,R6,-5.0811953,119.5000284
Wednesday,Afternoon,tamalanrea raya,tamalanrea,TK,adult,LK,R4,-5.1377395,119.5159278
Thursday,Morning,perintis kemerdekaan,biringkanaya,TM,adult,PR,R2,-5.0876472,119.5188217
Thursday,Afternoon,urip sumuharjo,panakkukang,TM,adult,PR,R4,-5.1348243,119.4316818
