day,time,address,district,accident_type,age,gender,suspect_vehicle,lat,long
Sunday,Night,hertasning,rappocini,OC,adult,LK,R2,-5.1629392,119.4367048
Friday,Morning,poros perumnas sudiang,biringkanaya,TL,NOV,NOV,R2,-5.1018114,119.5316194
Saturday,Morning,andalas,bontoala,TL,NOV,NOV,R2,-5.1268592,119.4185753
Sunday,Morning,perintis kemerdekaan,biringkanaya,TK,adolescent,PR,R2,-5.0876472,119.5188217
Monday,Night,perintis kemerdekaan,biringkanaya,OC,adolescent,LK,R2,-5.0876472,119.5188217
Monday,Night,tamalanrea raya,tamalanrea,TK,adult,LK,R4,-5.1377395,119.5159278
Wednesday,Morning,perintis kemerdekaan,biringkanaya,TK,adolescent,PR,R2,-5.0876472,119.5188217
Wednesday,Night,dg.tata 1,tamalate,TL,NOV,NOV,R2,-5.1793833,119.4244824
Wednesday,Night,bambapuang,makassar,TM,adult,PR,R4,-5.1384574,119.4215795
Monday,Afternoon,gunung batu putih,makassar,TK,adult,LK,R4,-5.1469143,119.417694
Wednesday,Night,pandang raya,panakukang,TK,adolescent,LK,R2,-5.157086,119.447943
Monday,Morning,perintis kemerdekaan,tamalanrea,OC,adult,PR,R2,-5.1257155,119.5040112
Thursday,Morning,kumala,tamalate,TK,adult,LK,R3,-5.1751691,119.4167077
Friday,Night,biring romang,tamalanrea,TM,adolescent,LK,R2,-5.1201558,119.5040303
Monday,Night,metro tanjung bunga,tamalate,TK,adult,LK,R2,-5.1661576,119.3917443
Saturday,Morning,borong raya,manggala,TL,NOV,NOV,R4,-5.1646341,119.4717009
Saturday,Night,komp. unhas,tamalanrea,OC,adolescent,PR,R2,-5.131947,119.48707
Friday,Morning,monginsidi,makassar,OC,adult,PR,R2,-5.1479402,119.4186723
Sunday,Morning,kima raya,biringkanaya,TK,adult,LK,R2,-5.1128454,119.509013
Tuesday,Night,penghibur,ujung pandang,TL,NOV,NOV,R2,-5.147339,119.4090271
Sunday,Night,gunung merapi,ujung pandang,OC,adult,LK,R2,-5.1735643,119.394401
Sunday,Night,banta - bantaeng,rappocini,TK,adolescent,LK,R2,-5.1609437,119.4258171
Tuesday,Morning,perintis kemerdekaan,biringkanaya,OC,adult,LK,R2,-5.0876472,119.5188217
Wednesday,Night,pasar ikan,ujung pandang,TL,NOV,NOV,R2,-5.1384299,119.4057199
Saturday,Night,emmy saelan,rappocini,TL,NOV,NOV,R2,-5.1716927,119.4425634
Tuesday,Night,ir. juanda,tallo,TL,NOV,NOV,R2,-5.1214892,119.4381968
Thursday,Night,ahmad yani,ujung pandang,TM,adolescent,LK,R2,-5.1328547,119.4078414
Saturday,Night,veteran utara,bontoala,TL,NOV,NOV,R2,-5.1407973,119.4239945
Wednesday,Morning,veteran utara,makassar,TK,adult,LK,R2,-5.1391986,119.4233018
Thursday,Morning,perintis kemerdekaan,biringkanaya,TK,adult,LK,R2,-5.0876472,119.5188217
Thursday,Morning,perintis kemerdekaan,biringkanaya,TK,adult,LK,R6,-5.0876472,119.5188217
Wednesday,Morning,bandang,bontoala,TK,adolescent,LK,R2,-5.1329092,119.4213666
Sunday,Morning,sultan alauddin,rappocini,OC,adolescent,LK,R2,-5.1847014,119.4408542
Friday,Night,btn minasa upa,rappocini,TL,NOV,NOV,R2,-5.1872008,119.4575791
Friday,Night,perintis kemerdekaan,biringkanaya,TL,NOV,NOV,R2,-5.0876472,119.5188217
Sunday,Night,cendrawasih,mariso,TL,NOV,NOV,R4,-5.1563543,119.412237
Monday,Night,kapasa raya,tamalanrea,TL,NOV,NOV,R4,-5.0890215,119.4820631
Monday,Morning,lamadukelleng,ujung pandang,TL,NOV,NOV,R4,-5.1414467,119.4107642
Monday,Night,pengayoman,panakukang,OC,adult,LK,R2,-5.1581728,119.44619225187714
Tuesday,Night,metro tanjung bunga,mariso,OC,adult,LK,R2,-5.1544437,119.4041691
Tuesday,Night,andi tonro,tamalate,T,adolescent,PR,R2,-5.1725621,119.4203633
Saturday,Morning,perintis kemerdekaan,tamalanrea,TK,adult,LK,R2,-5.1257155,119.5040112
Saturday,Night,rajawali,mariso,TL,NOV,NOV,R4,-5.1538312,119.4108745
Sunday,Morning,perintis kemerdekaan,tamalanrea,TL,NOV,NOV,R2,-5.1257155,119.5040112
Sunday,Night,perintis kemerdekaan,biringkanaya,TK,adult,PR,R2,-5.0876472,119.5188217
Friday,Morning,veteran utara,makassar,TK,adolescent,LK,R2,-5.1391986,119.4233018
Saturday,Night,perintis kemerdekaan,tamalanrea,OC,adolescent,LK,R2,-5.1257155,119.5040112
Saturday,Night,pelita raya,rappocini,TK,adult,LK,R3,-5.1528655,119.4341715
Monday,Night,gunung bawakaraeng,bontoala,TK,adult,LK,R2,-5.1349865,119.425356
Wednesday,Morning,ahmad yani,ujung pandang,TK,adult,LK,R2,-5.1328547,119.4078414
Thursday,Night,panampu,tallo,TK,adolescent,LK,R4,-5.1143265,119.4269747
Friday,Night,veteran selatan,makassar,TK,adult,LK,R2,-5.1673416,119.4198624
Monday,Night,sultan alauddin,tamalate,TM,adult,LK,R2,-5.1682127,119.4209944
Wednesday,Morning,perumnas antang,manggala,TL,NOV,NOV,R2,-5.1671551,119.4804238
Friday,Night,laccukang,bontoala,TL,NOV,NOV,R4,-5.1332217,119.4283215
Wednesday,Night,tamalanrea raya,tamalanrea,TL,NOV,NOV,R4,-5.1377395,119.5159278
Wednesday,Night,tamalanrea raya,tamalanrea,TL,NOV,NOV,R2,-5.1377395,119.5159278
Thursday,Night,perintis kemerdekaan,tamalanrea,TL,NOV,NOV,R4,-5.1257155,119.5040112
Thursday,Night,tamangapa raya,manggala,TL,NOV,NOV,R2,-5.1767373,119.4843844
Friday,Night,sultan hasanuddin,ujung pandang,TK,adolescent,LK,R2,-5.1446687,119.4129742
Thursday,Night,rajawali,mariso,TK,adult,LK,R4,-5.1538312,119.4108745
Friday,Night,metro tanjung bunga,tamalate,T,adult,LK,R2,-5.1661576,119.3917443
Saturday,Night,indah 3,tallo,T,adult,LK,R3,-5.1162133,119.4252585
Friday,Night,metro tanjung bunga,tamalate,TK,adult,LK,R2,-5.1661576,119.3917443
Saturday,Night,raya pendidikan,rappocini,OC,adult,LK,R2,-5.1698539,119.4360571
Sunday,Night,serigala,mamajang,OC,adolescent,LK,R2,-5.1607129,119.4210329
Tuesday,Night,perintis kemerdekaan,biringkanaya,TM,adolescent,PR,R2,-5.0876472,119.5188217
Tuesday,Morning,abu bakar lambogo,makassar,OC,adolescent,LK,R2,-5.1427283,119.4336437
Tuesday,Morning,emmy saelan,rappocini,TK,adolescent,PR,R2,-5.1716927,119.4425634
Tuesday,Night,berua raya,biringkanaya,T,adult,LK,R2,-5.1158621,119.5232925
Tuesday,Morning,metro tanjung bunga,ujung pandang,TL,NOV,NOV,R2,-5.1763881,119.3904843
Thursday,Morning,racing center,panakukang,T,adolescent,PR,R2,-5.146478,119.4475021085729
Friday,Morning,gunung bawakaraeng,ujung pandang,OC,adult,PR,R2,-5.135514,119.4179481
Sunday,Night,tamangapa raya,manggala,TK,adult,LK,R2,-5.1767373,119.4843844
Sunday,Morning,metro tanjung bunga,tamalate,OC,adult,PR,R2,-5.1661576,119.3917443
Monday,Night,aroepala,rappocini,TK,adult,LK,R2,-5.1748451,119.4557027
Sunday,Night,gunung bawakaraeng,bontoala,OC,adult,LK,R4,-5.1349865,119.425356
Tuesday,Evening,gunung bawakaraeng,bontoala,TL,NOV,NOV,R4,-5.1349865,119.425356
Monday,Morning,hertasning,rappocini,TL,NOV,LK,R2,-5.1629392,119.4367048
Monday,Evening,urip sumoharjo,makassar,TL,adolescent,LK,R2,-5.1463251,119.470172
Tuesday,Morning,paccerakkang,biringkanaya,TL,child,PR,R2,-5.1130349,119.5128407
Friday,Morning,perintis kemerdekaan,tamalanrea,TL,adolescent,PR,R2,-5.1257155,119.5040112
Thursday,Morning,arung teko,biringkanaya,OC,adolescent,LK,R2,-5.0741882,119.5291925
Thursday,Night,teuku umar,tallo,TK,adolescent,LK,R2,-5.1137818,119.4383621
Thursday,Night,perintis kemerdekaan,biringkanaya,TK,adult,LK,R6,-5.0876472,119.5188217
Friday,Night,metro tanjung bunga,tamalate,OC,adolescent,LK,R4,-5.1661576,119.3917443
Thursday,Night,boulevard,panakukang,TK,adult,LK,R2,-5.157779400000001,119.44617103479291
Friday,Night,batu putih,makassar,TK,adolescent,LK,R2,-5.1472416,119.4167901
Friday,Night,monginsidi,makassar,TL,NOV,NOV,R2,-5.1479402,119.4186723
Thursday,Night,mappaodang,tamalate,TK,adolescent,LK,R2,-5.1732205,119.4158686
Saturday,Night,jipang raya,rappocini,TK,adolescent,LK,R2,-5.1868077,119.4483734
Saturday,Night,nuri baru,mariso,OC,adult,LK,R2,-5.1676353,119.4072099
Sunday,Morning,yusuf dg ngawing,rappocini,T,adolescent,LK,R2,-5.166173,119.4378724
Sunday,Morning,baruga antang,manggala,TK,adolescent,LK,R2,-5.1566989,119.4884433
Monday,Night,sungai cerekang,bontoala,TL,NOV,NOV,R2,-5.1336434,119.417299
Monday,Night,metro tanjung bunga,tamalate,T,adolescent,PR,R2,-5.1661576,119.3917443
Tuesday,Night,sultan abdullah,tallo,TL,NOV,NOV,R4,-5.1037126,119.4396863
Thursday,Night,nuri baru,mariso,TK,adult,LK,R2,-5.1676353,119.4072099
Thursday,Night,sungai saddang,makassar,OC,adult,LK,R4,-5.1468498,119.4249901
Wednesday,Morning,aroepala,rappocini,OC,adult,LK,R2,-5.1748451,119.4557027
Saturday,Night,inspeksi kanal,rappocini,TL,NOV,NOV,R2,-5.1546233,119.4252437
Saturday,Morning,sungai saddang,ujung pandang,TK,adolescent,LK,R2,-5.1468498,119.4249901
Thursday,Night,bulu dua,makassar,OC,adolescent,LK,R2,-5.1376482,119.4215396
Tuesday,Night,metro tanjung bunga,mariso,TM,adult,LK,R2,-5.1544437,119.4041691
Wednesday,Morning,rajawali,mariso,TK,adult,LK,R2,-5.1538312,119.4108745
Thursday,Morning,hertasning,rappocini,T,adolescent,LK,R2,-5.1629392,119.4367048
Friday,Morning,andi pangerang pettarani,rappocini,T,adult,LK,R2,-5.1565899,119.4369069
Sunday,Night,metro tanjung bunga,tamalate,OC,adult,LK,R2,-5.1661576,119.3917443
Saturday,Night,metro tanjung bunga,tamalate,OC,adult,LK,R2,-5.1661576,119.3917443
Sunday,Morning,gunung batu putih,makassar,TK,adult,LK,R4,-5.1469143,119.417694
Wednesday,Night,rajawali,mariso,TK,adolescent,LK,R2,-5.1538312,119.4108745
Friday,Afternoon,sanrangan,biringkanaya,TK,adult,LK,R2,-5.1063304,119.5203592
Thursday,Morning,berua raya,biringkanaya,TM,adolescent,LK,R2,-5.1158621,119.5232925
Saturday,Afternoon,perintis kemerdekaan,tamalanrea,TK,adult,PR,R4,-5.1257155,119.5040112
Friday,Morning,sunu,tallo,TM,adult,PR,R2,-5.1247334,119.4296097
Sunday,Afternoon,maccini raya,makassar,TK,adult,PR,R2,-5.1380386,119.4340109
Tuesday,Morning,andalas,bontoala,TK,NOV,LK,R2,-5.1268592,119.4185753
Monday,Night,veteran selatan,mamajang,TL,NOV,NOV,R2,-5.1671547,119.419923
Wednesday,Afternoon,sultan alauddin,rappocini,TK,adult,LK,R4,-5.1847014,119.4408542
Wednesday,Morning,emmy saelan,rappocini,TK,adult,LK,R2,-5.1716927,119.4425634
Wednesday,Night,tupai,mamajang,TL,NOV,NOV,R2,-5.1604904,119.4202026
Friday,Afternoon,gatot subroto,tallo,TK,adolescent,PR,R2,-5.1182406,119.4349653
Friday,Morning,metro tanjung bunga,tamalate,T,adolescent,LK,R2,-5.1661576,119.3917443
Friday,Morning,veteran utara,bontoala,TM,adult,LK,R2,-5.1407973,119.4239945
Wednesday,Morning,nipa-nipa,manggala,TL,NOV,NOV,R2,-5.1624763,119.5003181
Friday,Night,cokonuri,rappocini,TK,adolescent,LK,R2,-5.1755757,119.4401585
Monday,Morning,pengayoman,panakukang,TK,adult,LK,R2,-5.1581728,119.44619225187714
Sunday,Morning,perintis kemerdekaan,tamalanrea,TL,NOV,NOV,R2,-5.1257155,119.5040112
Tuesday,Morning,kerukunan,tamalanrea,TK,adult,LK,R4,-5.1395714,119.5067901
Monday,Evening,bandang,bontoala,TK,adult,LK,R4,-5.1329092,119.4213666
Tuesday,Morning,poros perumnas sudiang,biringkanaya,TK,adult,LK,R2,-5.1018114,119.5316194
Tuesday,Evening,gunung merapi,ujung pandang,TK,adult,PR,R4,-5.1735643,119.394401
Wednesday,Afternoon,kima raya,biringkanaya,TL,NOV,NOV,R2,-5.1128454,119.509013
Wednesday,Morning,batu putih,ujung pandang,TL,NOV,NOV,R2,-5.1472416,119.4167901
Tuesday,Afternoon,perintis kemerdekaan,biringkanaya,TK,adolescent,LK,R2,-5.0876472,119.5188217
Wednesday,Evening,perintis kemerdekaan,tamalanrea,TL,NOV,NOV,R2,-5.1257155,119.5040112
Thursday,Evening,metro tanjung bunga,tamalate,TL,NOV,NOV,R2,-5.1661576,119.3917443
Thursday,Afternoon,ir. juanda,tallo,TK,child,LK,R2,-5.1214892,119.4381968
Wednesday,Evening,kumala,tamalate,TL,NOV,NOV,R3,-5.1751691,119.4167077
Thursday,Afternoon,veteran selatan,mamajang,TK,child,LK,R2,-5.1671547,119.419923
Wednesday,Morning,mappaodang,tamalate,TM,adult,PR,R2,-5.1732205,119.4158686
Friday,Evening,perintis kemerdekaan,tamalanrea,TL,NOV,NOV,R2,-5.1257155,119.5040112
Saturday,Afternoon,maccini raya,makassar,TK,adult,LK,R2,-5.1380386,119.4340109
Saturday,Morning,lamadukelleng,ujung pandang,TM,adolescent,LK,R2,-5.1414467,119.4107642
Friday,Morning,perintis kemerdekaan,tamalanrea,TL,NOV,NOV,R2,-5.1257155,119.5040112
Saturday,Morning,perintis kemerdekaan,biringkanaya,TK,adult,LK,R2,-5.0876472,119.5188217
Saturday,Afternoon,veteran utara,makassar,TL,NOV,NOV,R2,-5.1391986,119.4233018
Wednesday,Morning,domba,makassar,TK,child,LK,R2,-5.1502899,119.4217149
Thursday,Morning,sultan alauddin,rappocini,TL,NOV,NOV,R4,-5.1847014,119.4408542
Thursday,Evening,gunung bawakaraeng,makassar,TK,adolescent,PR,R2,-5.1349865,119.425356
Thursday,Evening,poros laikang,biringkanaya,TM,adolescent,LK,R2,-5.1018114,119.5316194
Saturday,Morning,sultan alauddin,tamalate,TB,adult,LK,R2,-5.1682127,119.4209944
Friday,Afternoon,kima raya 3,biringkanaya,TK,adolescent,LK,R2,-5.1128454,119.509013
Friday,Evening,goa ria,biringkanaya,TK,adolescent,PR,R2,-5.0810812,119.5253813
Friday,Afternoon,goa ria,biringkanaya,TL,NOV,NOV,R2,-5.0810812,119.5253813
Saturday,Afternoon,pengayoman,panakukang,TK,adult,LK,R4,-5.1581728,119.44619225187714
Thursday,Night,rajawali,mariso,TK,adult,LK,R3,-5.1538312,119.4108745
Friday,Morning,metro tanjung bunga,tamalate,TK,adolescent,LK,R2,-5.1661576,119.3917443
Friday,Afternoon,perintis kemerdekaan,tamalanrea,TL,NOV,NOV,R6,-5.1257155,119.5040112
Sunday,Evening,kumala,tamalate,TL,NOV,NOV,R2,-5.1751691,119.4167077
Sunday,Morning,perintis kemerdekaan,tamalanrea,TL,NOV,NOV,R2,-5.1257155,119.5040112
Sunday,Morning,perintis kemerdekaan,tamalanrea,OC,adult,PR,R2,-5.1257155,119.5040112
Tuesday,Morning,perintis kemerdekaan,tamalanrea,TL,NOV,NOV,R4,-5.1257155,119.5040112
Monday,Afternoon,tamalanrea raya,tamalanrea,TL,NOV,NOV,R4,-5.1377395,119.5159278
Friday,Morning,veteran utara,bontoala,TK,adolescent,LK,R2,-5.1407973,119.4239945
Wednesday,Morning,ratulangi,mamajang,TL,NOV,NOV,R2,-5.1670755,119.4198124
Wednesday,Morning,gontang raya,tamalate,TK,adolescent,LK,R2,-5.1847742,119.4080313
Monday,Morning,kumala,tamalate,TM,adult,LK,R2,-5.1751691,119.4167077
Thursday,Afternoon,perintis kemerdekaan,biringkanaya,TK,adolescent,LK,R4,-5.0876472,119.5188217
Thursday,Afternoon,gunung latimojong,makassar,TK,adult,LK,R2 ,-5.1405404,119.4208275
Friday,Night,tupai,mamajang,TK,adult,PR,R2,-5.1604904,119.4202026
Friday,Evening,arief rate,ujung pandang,TL,NOV,NOV,R2,-5.1473917,119.4130735
Saturday,Afternoon,rappocini raya,rappocini,TL,NOV,NOV,R4,-5.1525914,119.4258648
Sunday,Night,borong raya,manggala,TL,NOV,NOV,R2,-5.1646341,119.4717009
Saturday,Afternoon,kima raya 2,biringkanaya,OC,adult,LK,R2,-5.1054746,119.4976501
Monday,Afternoon,cendrawasih,mariso,TL,NOV,NOV,R2,-5.1563543,119.412237
Monday,Evening,boulevard,panakukang,TL,NOV,NOV,R2,-5.157779400000001,119.44617103479291
Tuesday,Morning,pengayoman,panakukang,OC,adolescent,PR,R4,-5.1581728,119.44619225187714
Tuesday,Morning,parumpa,biringkanaya,TK,adult,LK,R2,-5.117091,119.5096487
Monday,Morning,baruga antang,manggala,T,adult,LK,R2,-5.1566989,119.4884433
Sunday,Evening,gunung latimojong,makassar,TL,NOV,NOV,R2,-5.1405404,119.4208275
Tuesday,Evening,tamalanrea raya,tamalanrea,TK,adult,PR,R4,-5.1377395,119.5159278
Tuesday,Night,nusa harapan permai,tamalanrea,T,adolescent,LK,R2,-5.1394117,119.5190607
Wednesday,Night,perintis kemerdekaan,tamalanrea,TK,adolescent,LK,R4,-5.1257155,119.5040112
Wednesday,Night,hertasning,rappocini,OC,adolescent,PR,R2,-5.1629392,119.4367048
Thursday,Morning,ratulangi,mamajang,TM,adolescent,LK,R2,-5.1670755,119.4198124
Thursday,Evening,perintis kemerdekaan,tamalanrea,TM,adolescent,LK,R2,-5.1257155,119.5040112
Thursday,Morning,andi pangerang pettarani,rappocini,TK,adult,LK,R4,-5.1565899,119.4369069
Friday,Morning,sungai saddang baru,makassar,OC,adolescent,LK,R2,-5.1489226,119.4312157
Friday,Morning,boulevard,panakukang,TM,adult,LK,R2,-5.157779400000001,119.44617103479291
Thursday,Night,perintis kemerdekaan,tamalanrea,TM,adolescent,LK,R2,-5.1257155,119.5040112
Tuesday,Evening,kerung-kerung,makassar,TL,NOV,NOV,R2,-5.1402076,119.425703
Saturday,Morning,maccini raya,makassar,T,adolescent,PR,R2,-5.1380386,119.4340109
Monday,Afternoon,tanggul patompo,tamalate,TK,adolescent,LK,R2,-5.1817678,119.4094415
Saturday,Night,kerung-kerung,makassar,TL,NOV,NOV,R2,-5.1402076,119.425703
Sunday,Evening,perintis kemerdekaan,biringkanaya,OC,adult,LK,R2,-5.0876472,119.5188217
Saturday,Evening,inspeksi kanal,manggala,T,adolescent,PR,R2,-5.1629569,119.4677618
Tuesday,Night,yusuf dg ngawing,rappocini,TK,adult,LK,R4,-5.166173,119.4378724
Tuesday,Afternoon,mappaodang,tamalate,TM,adult,LK,R6,-5.1732205,119.4158686
Monday,Morning,pajenekang,bontoala,TK,adolescent,LK,R2,-5.1284434,119.4172997
Monday,Night,teuku umar,tallo,TL,NOV,NOV,R2,-5.1137818,119.4383621
Wednesday,Evening,perintis kemerdekaan,biringkanaya,TK,adult,LK,R2,-5.0876472,119.5188217
Friday,Morning,perintis kemerdekaan,biringkanaya,OC,adult,LK,R2,-5.0876472,119.5188217
Saturday,Morning,pendidikan raya,rappocini,TK,adolescent,LK,R2,-5.1698539,119.4360571
Wednesday,Morning,andi pangerang pettarani,rappocini,TL,NOV,NOV,R4,-5.1565899,119.4369069
Friday,Morning,sungai saddang baru,makassar,TL,NOV,NOV,R2,-5.1489226,119.4312157
Sunday,Morning,berua raya,biringkanaya,T,adolescent,LK,R2,-5.1158621,119.5232925
Monday,Afternoon,veteran selatan,makassar,TM,adult,LK,R2,-5.1673416,119.4198624
Saturday,Afternoon,gunung latimojong,makassar,TK,adult,LK,R2,-5.1405404,119.4208275
Sunday,Night,andi pangerang pettarani,rappocini,TM,adult,LK,R4,-5.1565899,119.4369069
Sunday,Morning,dg tata iii,tamalate,TK,adult,LK,R4,-5.1907525,119.4167484
Friday,Night,kerung-kerung,makassar,TL,NOV,NOV,R2,-5.1402076,119.425703
Saturday,Evening,tinumbu,bontoala,OC,adult,LK,R2,-5.1175498,119.4215302
Tuesday,Night,metro tanjung bunga,mariso,OC,adult,LK,R2,-5.1544437,119.4041691
Sunday,Night,galangan kapal,tallo,TL,NOV,NOV,R2,-5.112275,119.4309818
Tuesday,Afternoon,mutiara boulevard,biringkanaya,OC,adolescent,LK,R2,-5.0750788,119.5001921
Sunday,Afternoon,rappocini raya,rappocini,TL,NOV,NOV,R2,-5.1525914,119.4258648
Wednesday,Afternoon,mappanyukki,mariso,TM,adult,LK,R4,-5.1521162,119.4147322
Thursday,Morning,sunu,tallo,TK,adolescent,LK,R2,-5.1247334,119.4296097
Thursday,Night,andi mappainga,tamalate,TM,adolescent,LK,R2,-5.2147147,119.4000236
Friday,Evening,kapasa raya,tamalanrea,OC,adult,LK,R2,-5.0890215,119.4820631
Saturday,Morning,indah 3,tallo,TL,NOV,NOV,R2,-5.1162133,119.4252585
Friday,Morning,mappaodang,tamalate,TL,NOV,NOV,R4,-5.1732205,119.4158686
Monday,Afternoon,andi pangerang pettarani,rappocini,TK,adolescent,LK,R2,-5.1565899,119.4369069
Saturday,Morning,perintis kemerdekaan,tamalanrea,TK,adult,LK,R4,-5.1257155,119.5040112
Monday,Night,pengayoman,panakukang,TK,adolescent,PR,R2,-5.1581728,119.44619225187714
Monday,Night,perintis kemerdekaan,tamalanrea,TK,adolescent,PR,R2,-5.1257155,119.5040112
Wednesday,Morning,metro tanjung bunga,ujung pandang,TK,adult,LK,R4,-5.1763881,119.3904843
Wednesday,Night,sungai saddang,rappocini,TK,adult,LK,R4,-5.1489226,119.4312157
Wednesday,Morning,galangan kapal,tallo,TL,NOV,NOV,R2,-5.112275,119.4309818
Thursday,Night,perintis kemerdekaan,tamalanrea,T,adult,LK,R2,-5.1257155,119.5040112
Thursday,Morning,inspeksi pam,manggala,TM,adolescent,PR,R2,-5.1552844,119.4774932
Thursday,Night,mappaodang,mamajang,TL,NOV,NOV,R2,-5.1732205,119.4158686
Thursday,Night,rajawali,mariso,TL,NOV,NOV,R2,-5.1538312,119.4108745
Saturday,Morning,bandang,bontoala,TK,adolescent,LK,R4,-5.1329092,119.4213666
Monday,Night,abu bakar lambogo,makassar,OC,adult,LK,R2,-5.1427283,119.4336437
Monday,Night,tamalanrea raya,tamalanrea,TK,adult,NOV,R2,-5.1377395,119.5159278
Friday,Morning,ratulangi,mariso,TL,NOV,NOV,R2,-5.161255,119.4173574
Monday,Morning,perintis kemerdekaan,tamalanrea,OC,adolescent,PR,R2,-5.1257155,119.5040112
Sunday,Night,perintis kemerdekaan,tamalanrea,TL,NOV,NOV,R4,-5.1257155,119.5040112
Wednesday,Night,perintis kemerdekaan,tamalanrea,TL,NOV,NOV,R2,-5.1257155,119.5040112
Friday,Morning,veteran selatan,makassar,TK,adolescent,NOV,R4,-5.1673416,119.4198624
Thursday,Morning,sungai saddang,makassar,TK,adult,PR,R4,-5.1468498,119.4249901
Thursday,Morning,cendrawasih,mariso,TK,child,PR,R2,-5.1563543,119.412237
Friday,Night,sultan alauddin,tamalate,TM,adult,LK,R2,-5.1682127,119.4209944
Thursday,Night,gunung latimojong,makassar,OC,adult,PR,R2,-5.1405404,119.4208275
Thursday,Night,metro tanjung bunga,mariso,TK,adolescent,PR,R2,-5.1544437,119.4041691
Saturday,Night,katimbang,biringkanaya,TL,NOV,NOV,R2,-5.1381608,119.5208779
Saturday,Night,perintis kemerdekaan,tamalanrea,TL,NOV,NOV,R2,-5.1257155,119.5040112
Saturday,Morning,mutiara boulevard,biringkanaya,OC,adult,LK,R2,-5.0750788,119.5001921
Monday,Night,dg hayo,manggala,OC,adult,LK,R2,-5.156152,119.477699
Monday,Night,veteran selatan,makassar,TL,NOV,NOV,R4,-5.1673416,119.4198624
Sunday,Morning,perintis kemerdekaan,tamalanrea,TL,NOV,NOV,R2,-5.1257155,119.5040112
Monday,Night,metro tanjung bunga,tamalate,TL,NOV,NOV,R2,-5.1661576,119.3917443
Tuesday,Night,baruga antang,manggala,TK,adult,LK,R2,-5.1566989,119.4884433
Monday,Morning,perintis kemerdekaan,biringkanaya,OC,adult,LK,R2,-5.0876472,119.5188217
Monday,Night,tamangapa raya,manggala,TL,NOV,NOV,R2,-5.1767373,119.4843844
Monday,Morning,ratulangi,mariso,TK,adolescent,LK,R4,-5.161255,119.4173574
Wednesday,Afternoon,nuri,mariso,TL,NOV,NOV,R2,-5.1613624,119.4092236
Wednesday,Night,galangan kapal,tallo,TL,NOV,NOV,R4,-5.112275,119.4309818
Wednesday,Morning,metro tanjung bunga,tamalate,OC,adolescent,PR,R2,-5.1661576,119.3917443
Friday,Morning,sunu,tallo,TK,adolescent,LK,R2,-5.1247334,119.4296097
Friday,Afternoon,goa ria,biringkanaya,TK,adult,NOV,R4,-5.0810812,119.5253813
Thursday,Afternoon,racing center,panakukang,TK,NOV,LK,R4,-5.146478,119.4475021085729
Thursday,Afternoon,hertasning,rappocini,TK,adolescent,PR,R4,-5.1629392,119.4367048
Thursday,Evening,rusa,makassar,TL,NOV,NOV,R4,-5.1502899,119.4217149
Saturday,Evening,cendrawasih,mariso,TK,adolescent,LK,R4,-5.1563543,119.412237
Sunday,Night,rajawali,mariso,TK,adult,PR,R4,-5.1538312,119.4108745
Friday,Night,malengkeri,tamalate,TK,adult,LK,R2,-5.1875239,119.4339559
Sunday,Afternoon,permandian barombong,tamalate,TL,NOV,NOV,R4,-5.2019757,119.3874662
Monday,Morning,sungai saddang,makassar,TL,NOV,NOV,R2,-5.1468498,119.4249901
Monday,Morning,perintis kemerdekaan,tamalanrea,TK,adult,PR,R2,-5.1257155,119.5040112
Wednesday,Night,pengayoman,panakukang,TK,adult,PR,R2,-5.1581728,119.44619225187714
Wednesday,Morning,sultan alauddin,tamalate,TK,adult,LK,R4,-5.1682127,119.4209944
Monday,Evening,perintis kemerdekaan,biringkanaya,TL,NOV,NOV,R4,-5.0876472,119.5188217
Thursday,Morning,hertasning,rappocini,TM,child,LK,R2,-5.1629392,119.4367048
Thursday,Afternoon,cendrawasih,mariso,TK,adult,LK,R4,-5.1563543,119.412237
Tuesday,Afternoon,pengayoman,panakukang,TK,adolescent,LK,R4,-5.1581728,119.44619225187714
Saturday,Night,teuku umar,tallo,TL,NOV,NOV,R2,-5.1137818,119.4383621
Friday,Morning,perintis kemerdekaan,biringkanaya,TK,adolescent,LK,R6,-5.0876472,119.5188217
Monday,Afternoon,veteran selatan,mamajang,TL,NOV,NOV,R4,-5.1671547,119.419923
Thursday,Evening,tamangapa raya,manggala,TL,NOV,NOV,R4,-5.1767373,119.4843844
Sunday,Evening,perintis kemerdekaan,biringkanaya,TK,adolescent,LK,R4,-5.0876472,119.5188217
Sunday,Morning,borong raya,manggala,TM,adolescent,LK,R6,-5.1646341,119.4717009
Monday,Afternoon,andi pangerang pettarani,rappocini,TL,NOV,NOV,R6,-5.1565899,119.4369069
Thursday,Night,ratulangi,mamajang,OC,adult,LK,R2,-5.1670755,119.4198124
Wednesday,Morning,veteran selatan,mamajang,TL,NOV,NOV,R2,-5.1671547,119.419923
Tuesday,Night,perintis kemerdekaan,biringkanaya,TK,adolescent,LK,R2,-5.0876472,119.5188217
Thursday,Morning,ratulangi,mamajang,TK,adult,LK,R4,-5.1670755,119.4198124
Friday,Night,andi pangerang pettarani,rappocini,OC,adult,LK,R2,-5.1565899,119.4369069
Tuesday,Morning,batua raya,panakukang,TK,adult,LK,R2,-5.160743650000001,119.4594276
